,code,year,happiness,gdppc,urbanization,corruption,food_insec,tax,indiv_libs,school,life_expect,yearly temp,hri,suicides,family,covid,war,hdi,rain,air_pollution,gini,region,sub-region
801,LUX,2018,7.0903,114164.468558094,90.981,81.0,0.9,40.759323,0.981,9.929836,81.8035,10.641085,0.951,8.03,,0.0,0.0,0.922,934.0,2.393959,0.35368094,Europe,Western Europe
802,LUX,2017,6.9099,114985.842235989,90.727,82.0,0.9,38.016335,0.981,9.91,81.734,9.901335,0.951,7.53,,0.0,0.0,0.919,934.0,2.350415,0.34515738,Europe,Western Europe
803,LUX,2016,6.863,116283.699681286,90.46,81.0,1.4,36.791782,0.981,9.878,82.0535,9.514747,0.951,7.55,,0.0,0.0,0.923,934.0,2.4586084,0.31727982,Europe,Western Europe
804,LUX,2015,6.871,113182.728563365,90.179,85.0,1.8,36.085144,0.981,9.878,81.8384,10.056208,0.951,9.57,,0.0,0.0,0.915,934.0,2.6440406,0.32922232,Europe,Western Europe
805,LUX,2014,6.946,113313.578897944,89.884,82.0,1.014,37.419456,0.981,9.878,81.7343,10.569472,0.951,10.056,,0.0,0.0,0.926,934.0,2.8651319,0.3115832,Europe,Western Europe
806,LUX,2011,7.050853,112998.390476598,88.906,82.2,1.014,37.397697,0.981,9.878,80.7663,10.176179,0.951,9.32,,0.0,0.0,0.913,934.0,3.534713,0.3205412,Europe,Western Europe
807,MDG,2022,4.0191,1502.48218160534,36.386,26.2,10.475,9.234698,0.614,4.539,64.778,22.622202,0.741,9.527,,0.2933889280769231,0.0,0.503,1513.0,16.842,,Africa,Sub-Saharan Africa
808,MDG,2021,4.3391,1482.37615914483,39.207,26.2,12.2,10.673631,0.614,4.539,64.4853,22.979208,0.741,9.527,,0.4239951663461538,0.0,0.501,1513.0,16.842,,Africa,Sub-Saharan Africa
809,MDG,2020,4.2085,1436.2069505149,38.534,26.2,10.3,9.908206,0.614,4.713441,65.182,23.025698,0.745,9.527,,0.1030092060754717,0.0,0.501,1513.0,16.842,,Africa,Sub-Saharan Africa
810,MDG,2019,4.1656,1585.4716511334,37.861,26.2,9.9,10.975912,0.616,4.539,65.8821,23.261549,0.744,9.18,,0.0,0.0,0.51,1513.0,16.664843,,Africa,Sub-Saharan Africa
811,MDG,2018,3.9327,1557.32254582361,37.191,25.0,9.5,10.856286,0.593,4.713441,65.2697,22.812601,0.768,9.24,,0.0,0.0,0.507,1513.0,16.682547,,Africa,Sub-Saharan Africa
812,MDG,2017,3.7736,1548.15642479839,36.522,24.0,10.475,10.508257,0.593,4.19,65.0938,23.066587,0.751,9.33,,0.0,0.0,0.507,1513.0,16.66879,,Africa,Sub-Saharan Africa
813,MDG,2016,3.644,1528.56170911826,35.856,26.0,10.475,9.670949,0.586,4.539,64.9969,22.769411,0.753,9.47,,0.0,0.0,0.505,1513.0,16.76718,,Africa,Sub-Saharan Africa
814,MDG,2015,3.695,1508.37443974838,35.193,28.0,10.475,9.0577,0.586,4.539,64.339,22.849434,0.749,9.53,,0.0,0.0,0.504,1513.0,16.866606,,Africa,Sub-Saharan Africa
815,MDG,2014,3.681,1500.91059468336,34.534,28.0,10.475,8.599842,0.568,4.539,64.2553,22.813498,0.735,9.79,,0.0,0.0,0.502,1513.0,16.940626,,Africa,Sub-Saharan Africa
816,MDG,2011,4.309328,1493.44248157403,32.58,26.2,10.475,9.551182,0.449,4.539,63.4942,22.821974,0.598,10.1475,,0.0,0.0,0.494,1513.0,17.299995,,Africa,Sub-Saharan Africa
817,MWI,2022,3.4952,1466.87941731684,16.73,31.6,49.557,8.306164,0.874,5.469,62.104,22.025679,0.858,12.213,,0.3529892686538461,0.0,0.5,1181.0,12.75,0.416,Africa,Sub-Saharan Africa
818,MWI,2021,3.7504,1491.13368766864,17.695,31.6,52.2,11.598451,0.89,5.469,62.9044,22.337036,0.856,12.213,,0.4189901607692308,0.0,0.512,1181.0,12.75,0.416,Africa,Sub-Saharan Africa
819,MWI,2020,3.6,1489.6013808411,17.427,31.6,51.0,12.138935,0.891,5.5056524,63.7167,22.540907,0.86,12.213,,0.0849734194539622,0.0,0.516,1181.0,12.75,0.416,Africa,Sub-Saharan Africa
820,MWI,2019,3.538,1517.70316939192,17.174,31.6,49.5,12.003989,0.846,5.469,64.1188,22.479517,0.821,10.5762,,0.0,0.0,0.519,1181.0,13.109669,0.38543174,Africa,Sub-Saharan Africa
821,MWI,2018,3.4098,1478.42483565789,16.937,32.0,48.3,12.173879,0.841,5.5110817,63.2758,22.32975,0.82,11.0418,,0.0,0.0,0.51,1181.0,13.031983,0.416,Africa,Sub-Saharan Africa
822,MWI,2017,3.5868,1454.77749244971,16.714,31.0,49.7,12.184302,0.836,5.39,62.9769,22.404312,0.807,11.6746,,0.0,0.0,0.505,1181.0,12.850306,0.416,Africa,Sub-Saharan Africa
823,MWI,2016,3.97,1437.04211363826,16.506,31.0,48.5,10.882819,0.805,5.469,62.2093,22.720152,0.787,12.2463,,0.0,0.0,0.498,1181.0,12.795784,0.44694307,Africa,Sub-Saharan Africa
824,MWI,2015,4.156,1440.61836501729,16.313,31.0,47.7,10.77646,0.831,5.469,61.3781,22.637602,0.821,12.5862,,0.0,0.0,0.491,1181.0,12.784749,0.416,Africa,Sub-Saharan Africa
825,MWI,2014,4.292,1440.583747328,16.132,33.0,49.557,11.316859,0.781,5.469,60.8991,22.319328,0.78,12.7697,,0.0,0.0,0.487,1181.0,12.75982,0.416,Africa,Sub-Saharan Africa
826,MWI,2011,4.623671,1381.38963771659,15.672,31.6,49.557,10.974322,0.756,5.469,57.4547,22.21344,0.738,14.594,,0.0,0.0,0.463,1181.0,11.914234,0.416,Africa,Sub-Saharan Africa
827,MYS,2022,6.0123,28383.6186462565,75.243,49.0,6.686,11.676651,0.709,9.112,75.331,25.644615,0.73,5.407,96.34425,0.1084311953653846,0.0,0.8,2875.0,6.348,0.421,Asia,South-eastern Asia
828,MYS,2021,5.7113,26407.3166882315,77.696,49.0,6.0,11.240012,0.701,9.112,74.8839,25.730352,0.713,5.407,97.018,0.3243419001230769,0.0029785067,0.803,2875.0,6.348,0.421,Asia,South-eastern Asia
829,MYS,2020,5.3843,25852.1897023247,77.16,49.0,6.3,10.888576,0.713,8.889285,75.9378,26.02616,0.712,5.407,97.018,-0.1139196632830188,0.0,0.806,2875.0,6.348,0.421,Asia,South-eastern Asia
830,MYS,2019,5.3843,27674.3974895709,76.607,49.0,6.6,11.938618,0.708,9.112,75.7603,26.154589,0.736,5.77,97.018,0.0,0.0,0.81,2875.0,6.1238647,0.421,Asia,South-eastern Asia
831,MYS,2018,5.3388,26835.8064127879,76.036,47.0,6.7,12.025474,0.7,9.335915,75.6444,25.857973,0.731,5.58,97.018,0.0,0.0,0.807,2875.0,6.060333,0.41176775,Asia,South-eastern Asia
832,MYS,2017,6.3221,25935.1395225396,75.447,47.0,6.7,12.948969,0.603,9.11,75.4763,25.806295,0.636,5.57,97.018,0.0,0.009382091,0.805,2875.0,5.951584,0.421,Asia,South-eastern Asia
833,MYS,2016,6.084,24859.7966188477,74.84,49.0,6.7,13.547284,0.561,9.112,75.2888,26.291588,0.602,5.37,97.018,0.0,0.0031719434,0.803,2875.0,6.3084235,0.421,Asia,South-eastern Asia
834,MYS,2015,6.005,24151.2561811625,74.213,50.0,7.8,14.056865,0.57,9.112,75.0942,25.8427,0.608,5.22,97.018,0.0,0.0,0.797,2875.0,6.651991,0.410664,Asia,South-eastern Asia
835,MYS,2014,5.77,23328.3409217006,73.577,52.0,6.686,14.63293,0.57,9.112,75.1459,25.61316,0.608,5.1,97.69231,0.0,0.0065345694,0.792,2875.0,6.6788764,0.421,Asia,South-eastern Asia
836,MYS,2011,5.823207,20900.3196619597,71.609,49.0,6.686,14.55328,0.584,9.112,74.7459,25.423754,0.622,5.24,97.018,0.0,0.0,0.773,2875.0,6.6643877,0.43943596,Asia,South-eastern Asia
837,MDV,2020,5.1976,13809.3534044054,40.669,,2.2,18.120863,0.679,,79.8747,,0.751,2.76,,0.0745117417547169,0.0,0.734,1972.0,5.558,0.293,Asia,Southern Asia
838,MDV,2019,5.1976,20988.09175434,40.238,,2.2,19.162058,0.67,,80.116,,0.74,2.76,,0.0,0.0,0.755,1972.0,5.5576234,0.2928509,Asia,Southern Asia
839,MLI,2022,4.1978,2132.62331490077,41.38,32.4,,13.41913,0.663,2.726,58.613,28.895899,0.745,8.294,,0.1753440617884615,15.942569,0.423,282.0,13.973,0.36,Africa,Sub-Saharan Africa
840,MLI,2021,4.479,2120.62330123011,44.677,32.4,,15.063141,0.697,2.726,58.9414,29.794167,0.764,8.294,,0.264900845576923,5.7795053,0.428,282.0,13.973,0.36,Africa,Sub-Saharan Africa
841,MLI,2020,4.7235,2123.82820216377,43.909,32.4,,14.220469,0.713,2.5783932,58.6331,29.239212,0.757,8.294,,0.286919391954717,6.940243,0.427,282.0,13.973,0.36,Africa,Sub-Saharan Africa
842,MLI,2019,4.7293,2219.04674252443,43.136,32.4,,14.775763,0.699,2.726,59.6637,28.777023,0.786,7.96,,0.0,5.625399,0.433,282.0,14.176149,0.36,Africa,Sub-Saharan Africa
843,MLI,2018,4.3904,2185.5755906423,42.356,32.0,,11.875183,0.67,2.860348,59.3934,29.05616,0.75,7.98,,0.0,6.355878,0.43,282.0,14.140757,0.3596336,Africa,Sub-Saharan Africa
844,MLI,2017,4.447,2153.84563800797,41.572,31.0,,15.175905,0.679,2.74,59.1322,29.098932,0.755,8.04,,0.0,2.6771812,0.426,282.0,14.154964,0.36,Africa,Sub-Saharan Africa
845,MLI,2016,4.19,2112.18707547063,40.783,32.0,,14.909902,0.738,2.726,58.7313,29.279825,0.8,8.29,,0.0,0.78609174,0.421,282.0,14.068016,0.36,Africa,Sub-Saharan Africa
846,MLI,2015,4.073,2060.09854883386,39.991,35.0,,13.971834,0.738,2.726,58.3632,28.673685,0.8,8.46,,0.0,1.0821011,0.416,282.0,13.793217,0.36,Africa,Sub-Saharan Africa
847,MLI,2014,3.995,2002.37292847122,39.196,32.0,,12.554635,0.738,2.726,57.9003,28.710869,0.804,8.65,,0.0,1.5952758,0.415,282.0,13.624698,0.36,Africa,Sub-Saharan Africa
848,MLI,2011,3.966874,2017.14415640244,36.799,32.4,,12.545215,0.758,2.726,56.7553,29.049896,0.846,8.68,,0.0,0.0,0.409,282.0,13.853409,0.36,Africa,Sub-Saharan Africa
849,MLT,2022,6.2999,48641.5159984074,94.53,56.0,1.271,31.003,0.913,10.156,83.025,,0.895,5.594,,0.1619292263480769,0.0,0.897,560.0,4.455,0.296,Europe,Southern Europe
850,MLT,2021,6.4469,46598.6422152807,94.81,56.0,1.9,30.33024,0.915,10.156,83.7769,,0.897,5.594,,0.1687859163846153,0.0,0.918,560.0,4.455,0.296,Europe,Southern Europe
851,MLT,2020,6.602,41753.5274072514,94.744,56.0,1.4,29.91472,0.91,10.193024,83.3545,,0.892,5.594,,0.1715581438679245,0.0,0.911,560.0,4.455,0.3140378,Europe,Southern Europe
852,MLT,2019,6.7728,46438.3447211367,94.678,56.0,0.9,30.072945,0.887,10.156,83.2065,,0.856,5.32,,0.0,0.0,0.915,560.0,4.1736517,0.3104208,Europe,Southern Europe
853,MLT,2018,6.7256,45115.7642305345,94.612,54.0,0.8,30.94214,0.887,10.193724,83.3448,,0.856,5.28,,0.0,0.0,0.91,560.0,4.053058,0.28665087,Europe,Southern Europe
854,MLT,2017,6.6266,43493.4262600589,94.546,56.0,1.0,30.941198,0.885,10.08,83.5867,,0.862,4.83,,0.0,0.0,0.901,560.0,3.9752982,0.2923224,Europe,Southern Europe
855,MLT,2016,6.527,40318.6793179866,94.48,55.0,1.4,31.294147,0.908,10.156,83.1107,,0.902,5.12,,0.0,0.0,0.891,560.0,4.129304,0.29089114,Europe,Southern Europe
856,MLT,2015,6.488,39902.7665432067,94.414,60.0,1.5,30.302511,0.917,10.156,82.9621,,0.904,6.55,,0.0,0.0,0.889,560.0,4.385936,0.29433772,Europe,Southern Europe
857,MLT,2014,6.302,37284.147116227,94.347,55.0,1.271,32.396343,0.931,10.156,82.7362,,0.909,6.33,,0.0,0.0,0.881,560.0,4.714243,0.29020345,Europe,Southern Europe
858,MLT,2011,5.959978,32929.4108862276,94.141,56.0,1.271,32.835438,0.945,10.156,81.1465,,0.919,5.73,,0.0,0.0,0.857,560.0,5.75071,0.2914259,Europe,Southern Europe
859,MRT,2022,4.7239,5330.21450287031,52.579,28.6,6.329,12.52146,0.383,3.892,64.636,28.09841,0.602,5.386,,0.1164169803653846,0.0,0.546,92.0,13.856,0.326,Africa,Sub-Saharan Africa
860,MRT,2021,4.1526,5142.28120534172,56.133,28.6,9.5,10.762889,0.383,3.892,64.3636,28.505562,0.56,5.386,,0.1947611814423077,0.04333712,0.556,92.0,13.856,0.326,Africa,Sub-Saharan Africa
861,MRT,2020,4.2274,5236.41023285221,55.327,28.6,7.2,10.716777,0.491,4.2314367,64.5321,28.48304,0.631,5.386,,0.0624406194622641,0.0,0.556,92.0,13.856,0.326,Africa,Sub-Saharan Africa
862,MRT,2019,4.3746,5392.93253994322,54.507,28.6,6.6,11.961399,0.514,3.892,65.6869,27.313993,0.659,5.47,,0.0,0.0,0.563,92.0,13.30946,0.326,Africa,Sub-Saharan Africa
863,MRT,2018,4.4903,5367.21423589194,53.672,27.0,5.9,13.276427,0.392,4.025404,65.31,27.143295,0.531,5.42,,0.0,0.0,0.556,92.0,13.4964075,0.326,Africa,Sub-Saharan Africa
864,MRT,2017,4.3555,5259.06290234387,52.824,28.0,5.5,12.530504,0.362,3.42,65.0827,28.18943,0.515,5.38,,0.0,0.0,0.545,92.0,13.750762,0.326,Africa,Sub-Saharan Africa
865,MRT,2016,4.292,5080.80707659282,51.962,27.0,5.0,12.063529,0.385,3.892,64.7679,28.230108,0.612,5.36,,0.0,0.0,0.541,92.0,13.786716,0.326,Africa,Sub-Saharan Africa
866,MRT,2015,4.201,5151.89775539302,51.089,31.0,4.6,11.896854,0.385,3.892,64.4847,27.881563,0.612,5.33,,0.0,0.0,0.544,92.0,14.152351,0.326,Africa,Sub-Saharan Africa
867,MRT,2014,4.436,5020.13474266656,50.203,30.0,6.329,11.158824,0.387,3.892,64.1546,27.688576,0.621,5.4,,0.0,0.0,0.537,92.0,14.186081,0.3261935,Africa,Sub-Saharan Africa
868,MRT,2011,4.64289,4825.08600955074,47.493,28.6,6.329,9.659982,0.691,3.892,63.3456,27.80095,0.746,5.34,,0.0,0.0,0.515,92.0,14.313382,0.326,Africa,Sub-Saharan Africa
869,MUS,2022,5.9023,22841.3505464071,40.933,52.4,7.429,19.51931,0.71,9.438,74.654,23.310394,0.737,8.576,,0.1852035882980769,0.0,0.799,2041.0,5.649,0.368,Africa,Sub-Saharan Africa
870,MUS,2021,6.0711,20915.2165205008,40.775,52.4,10.5,19.456926,0.765,9.438,73.5552,23.722242,0.793,8.576,,0.3452862765769231,0.0,0.802,2041.0,5.649,0.368,Africa,Sub-Saharan Africa
871,MUS,2020,6.049,20231.8515927971,40.76,52.4,9.1,20.805622,0.792,9.405725,74.3306,23.450216,0.822,8.576,,-0.0667631546226415,0.0,0.804,2041.0,5.649,0.368,Africa,Sub-Saharan Africa
872,MUS,2019,6.1013,23676.4135788934,40.766,52.4,8.3,19.48672,0.886,9.438,75.1179,24.161875,0.883,8.75,,0.0,0.0,0.817,2041.0,5.5777016,0.368,Africa,Sub-Saharan Africa
873,MUS,2018,5.8882,23018.5155565853,40.793,51.0,6.8,18.296299,0.889,9.447635,74.9194,23.860184,0.891,8.19,,0.0,0.0,0.811,2041.0,5.5586596,0.368,Africa,Sub-Saharan Africa
874,MUS,2017,5.8915,22143.8265496345,40.841,50.0,6.2,17.795572,0.871,9.46,74.8812,23.986328,0.874,9.59,,0.0,0.0,0.805,2041.0,5.520106,0.36761206,Africa,Sub-Saharan Africa
875,MUS,2016,5.629,21324.0638555461,40.91,54.0,5.9,17.47547,0.897,9.438,75.0114,23.768518,0.894,7.58,,0.0,0.0,0.801,2041.0,5.577084,0.368,Africa,Sub-Saharan Africa
876,MUS,2015,5.648,20545.1696211622,41.0,53.0,5.2,18.013937,0.897,9.438,74.9754,24.095789,0.896,7.51,,0.0,0.0,0.795,2041.0,5.6692333,0.368,Africa,Sub-Saharan Africa
877,MUS,2014,5.477,19840.1772991114,41.111,54.0,7.429,18.624557,0.912,9.438,74.8523,24.053343,0.893,9.85,,0.0,0.0,0.793,2041.0,5.732421,0.368,Africa,Sub-Saharan Africa
878,MUS,2011,5.477073,17988.6831197124,41.444,52.4,7.429,18.325897,0.935,9.438,74.2406,23.776901,0.909,8.56,,0.0,0.0,0.762,2041.0,5.9057674,0.368,Africa,Sub-Saharan Africa
879,MEX,2022,6.3295,20254.7811446095,79.798,30.6,3.586,12.707,0.586,8.759,73.44,20.961386,0.682,5.541,97.10317,0.0929795528538461,11.1423855,0.767,758.0,7.032,0.471,Americas,Latin America and the Caribbean
880,MEX,2021,6.1276,19617.759623071,81.016,30.6,3.6,13.872029,0.587,8.759,70.2127,21.236673,0.686,5.541,97.352,0.69574896275,14.797348,0.758,758.0,7.032,0.471,Americas,Latin America and the Caribbean
881,MEX,2020,6.3168,18639.6613477888,80.731,30.6,3.7,14.28684,0.62,8.824254,70.1328,21.578537,0.71,5.541,97.352,0.6851582403207548,12.987477,0.756,758.0,7.032,0.4539873,Americas,Latin America and the Caribbean
882,MEX,2019,6.465,20553.9544541494,80.444,30.6,3.9,13.144053,0.62,8.759,74.2021,21.339834,0.727,5.29,97.352,0.0,9.547084,0.779,758.0,6.6507077,0.471,Americas,Latin America and the Caribbean
883,MEX,2018,6.5945,20789.3610427692,80.156,28.0,3.7,13.064639,0.642,8.812746,74.0146,21.05795,0.734,5.36,97.352,0.0,7.0572753,0.777,758.0,6.694945,0.46706957,Americas,Latin America and the Caribbean
884,MEX,2017,6.4882,20582.2523679391,79.867,29.0,3.3,13.035672,0.637,8.64,74.1378,21.382174,0.712,5.89,97.352,0.0,1.1779622,0.775,758.0,6.8221254,0.471,Americas,Latin America and the Caribbean
885,MEX,2016,6.578,20423.5593353977,79.577,30.0,3.3,13.534361,0.619,8.759,74.4122,21.226313,0.698,5.57,97.352,0.0,1.0558001,0.772,758.0,7.086605,0.47677714,Americas,Latin America and the Caribbean
886,MEX,2015,6.778,20296.5672169242,79.285,31.0,3.6,12.782394,0.619,8.759,74.6822,21.05142,0.699,5.6,97.352,0.0,1.3424897,0.768,758.0,7.295295,0.471,Americas,Latin America and the Caribbean
887,MEX,2014,7.187,19994.5013552979,78.993,35.0,3.586,10.628389,0.611,8.759,74.7974,20.978762,0.692,5.72,97.6,0.0,1.3355128,0.764,758.0,7.3742495,0.4872244,Americas,Latin America and the Caribbean
888,MEX,2011,6.740288,19431.2011214269,78.111,30.6,3.586,10.0124035,0.607,8.759,74.3651,21.245848,0.687,5.36,97.352,0.0,2.704325,0.752,758.0,7.3029466,0.471,Americas,Latin America and the Caribbean
889,MDA,2022,5.8192,13308.4173346263,42.649,32.4,3.557,30.220432,0.888,8.25,69.815,11.363865,0.901,13.044,,0.2528442770769231,0.0,0.759,450.0,6.477,0.268,Europe,Eastern Europe
890,MDA,2021,5.8568,13703.9392557301,42.998,32.4,4.8,29.448671,0.83,8.25,68.8459,10.151399,0.853,13.044,,0.9319721298076924,0.0,0.767,450.0,6.477,0.25731638,Europe,Eastern Europe
891,MDA,2020,5.7664,11848.8995265762,42.849,32.4,4.9,29.530275,0.776,8.288821,70.1665,12.18794,0.804,13.044,,0.4390040426415094,0.0,0.766,450.0,6.477,0.268,Europe,Eastern Europe
892,MDA,2019,5.6075,12776.9218268725,42.726,32.4,4.5,28.342497,0.821,8.25,70.9351,11.872149,0.838,12.1666,,0.0,0.0,0.774,450.0,5.7212515,0.26016647,Europe,Eastern Europe
893,MDA,2018,5.5285,12142.7301220455,42.629,33.0,4.0,28.993246,0.811,8.250541,70.4916,10.941697,0.803,11.877,,0.0,0.0,0.768,450.0,5.6362247,0.25661647,Europe,Eastern Europe
894,MDA,2017,5.6397,11464.0181535546,42.557,31.0,2.9,28.401314,0.797,8.21,70.5155,10.994229,0.779,12.4382,,0.0,0.0,0.765,450.0,5.605743,0.25899243,Europe,Eastern Europe
895,MDA,2016,5.838,10816.0898117339,42.511,30.0,2.2,26.432734,0.813,8.25,69.9169,11.153423,0.801,13.4222,,0.0,0.0,0.756,450.0,6.155719,0.26345387,Europe,Eastern Europe
896,MDA,2015,5.897,10216.3708841051,42.49,33.0,1.6,26.586782,0.826,8.25,69.2396,11.771474,0.809,13.6824,,0.0,0.0,0.749,450.0,6.904339,0.27028158,Europe,Eastern Europe
897,MDA,2014,5.889,10172.713778775,42.496,35.0,3.557,27.176023,0.803,8.25,69.0307,10.752426,0.802,14.4705,,0.0,0.0,0.75,450.0,7.2547054,0.26833853,Europe,Eastern Europe
898,MDA,2011,5.3054,8928.50088619416,42.589,32.4,3.557,26.432528,0.864,8.25,69.1919,10.262927,0.86,13.2516,,0.0,0.0,0.736,450.0,8.058976,0.30628577,Europe,Eastern Europe
899,MNG,2022,5.8402,12073.2454569616,68.383,37.8,0.5,25.608,0.82,9.265,70.247,1.6026748,0.838,19.54,81.39333,0.0218983046961538,0.0,0.734,241.0,13.235,0.328,Asia,Eastern Asia
900,MNG,2021,5.7607,11668.4304178082,68.785,37.8,0.5,27.743923,0.834,9.265,70.9754,2.253761,0.872,19.54,81.393,0.1936586299615384,0.0,0.739,241.0,13.235,0.328,Asia,Eastern Asia
901,MNG,2020,5.6772,11666.7797012439,68.657,37.8,0.5,25.431688,0.834,9.153257,72.141,1.9064916,0.883,19.54,81.393,-0.102012436981132,0.0,0.745,241.0,13.235,0.328,Asia,Eastern Asia
902,MNG,2019,5.4562,12458.018426132,68.543,37.8,0.5,28.362103,0.855,9.265,71.8221,1.9854546,0.898,18.0245,81.393,0.0,0.0,0.746,241.0,13.067182,0.328,Asia,Eastern Asia
903,MNG,2018,5.2854,12052.2938125194,68.445,37.0,0.5,27.790882,0.844,9.193137,71.1992,1.6361961,0.888,18.6733,81.393,0.0,0.0,0.743,241.0,12.96561,0.3274099,Asia,Eastern Asia
904,MNG,2017,5.1246,11431.4980165191,68.363,36.0,0.5,25.036852,0.842,9.45,70.2375,2.4419038,0.886,19.1132,81.393,0.0,0.0,0.732,241.0,12.960136,0.328,Asia,Eastern Asia
905,MNG,2016,4.955,11058.9504802077,68.297,38.0,0.5,20.68835,0.846,9.265,69.8647,1.4130422,0.891,19.8206,81.393,0.0,0.0,0.733,241.0,13.107477,0.32345733,Asia,Eastern Asia
906,MNG,2015,4.907,11134.8018555112,68.23,39.0,0.5,22.367542,0.843,9.265,69.4977,2.1612988,0.886,19.6771,81.393,0.0,0.0,0.732,241.0,13.24863,0.328,Asia,Eastern Asia
907,MNG,2014,4.874,11107.988979424,68.163,39.0,0.5,23.381416,0.837,9.265,69.0472,1.8336229,0.883,19.6032,81.393,0.0,0.0,0.729,241.0,13.356024,0.3203779,Asia,Eastern Asia
908,MNG,2011,4.562082,8685.77986212855,67.963,37.8,0.5,29.672615,0.892,9.265,67.4393,0.821819,0.915,21.8693,81.393,0.0,0.0,0.709,241.0,13.939495,0.33883506,Asia,Eastern Asia
909,MNE,2022,5.7222,22108.5789476209,66.405,44.4,2.614,36.594,0.893,8.725,76.673,10.694629,0.882,16.391,88.78254,0.2252115315192308,0.0,0.826,,11.017,0.357,Europe,Southern Europe
910,MNE,2021,5.5468,20710.3928233129,67.826,44.4,3.3,36.77094,0.872,8.725,76.3426,10.063949,0.863,16.391,88.783,1.1371255374423077,0.0,0.832,,11.017,0.357,Europe,Southern Europe
911,MNE,2020,5.5805,18258.9581594492,67.488,44.4,3.4,38.43765,0.817,8.9080925,76.2575,10.558358,0.795,16.391,88.783,0.3486810106603774,0.0,0.826,,11.017,0.357,Europe,Southern Europe
912,MNE,2019,5.5461,21533.9423012786,67.15,44.4,2.8,37.002625,0.864,8.725,77.0396,10.706058,0.836,16.2247,88.783,0.0,0.0,0.837,,10.334127,0.357,Europe,Southern Europe
913,MNE,2018,5.5229,20686.5713243978,66.813,45.0,2.2,36.135536,0.867,8.71593,77.1595,10.759205,0.825,16.4483,88.783,0.0,0.0,0.834,,10.496824,0.36811927,Europe,Southern Europe
914,MNE,2017,5.3475,19682.2745280535,66.477,46.0,2.3,35.93859,0.888,8.55,76.9388,10.030194,0.852,16.2725,88.783,0.0,0.0,0.83,,10.7117195,0.36906824,Europe,Southern Europe
915,MNE,2016,5.237,18797.8924276022,66.141,45.0,2.2,36.064743,0.893,8.725,76.7462,10.216878,0.856,16.0755,88.783,0.0,0.0,0.824,,10.992302,0.38487947,Europe,Southern Europe
916,MNE,2015,5.161,18263.5985219562,65.806,44.0,2.1,36.060192,0.906,8.725,76.7561,10.434516,0.863,16.3497,88.783,0.0,0.0,0.822,,11.24823,0.39005032,Europe,Southern Europe
917,MNE,2014,5.192,17674.6124620826,65.471,42.0,2.614,39.068825,0.906,8.725,76.7465,10.597352,0.863,16.3476,88.783,0.0,0.0,0.819,,11.419265,0.31926522,Europe,Southern Europe
918,MNE,2011,5.146845,17287.4082273473,64.472,44.4,2.614,33.8683,0.889,8.725,76.0684,9.941416,0.849,17.0195,88.783,0.0,0.0,0.811,,11.915589,0.30819854,Europe,Southern Europe
919,MAR,2022,4.9028,8083.365234375,61.773,39.0,,21.238213,0.683,6.199,73.321,19.794237,0.629,7.756,89.08333,0.0916880055,0.0,0.663,346.0,12.038,,Africa,Northern Africa
920,MAR,2021,5.0599,8065.98583984375,64.065,39.0,,19.545942,0.683,6.199,74.0419,19.157724,0.624,7.756,89.875,0.2320336840192307,0.0,0.683,346.0,12.038,,Africa,Northern Africa
921,MAR,2020,4.918,7546.71630859375,63.532,39.0,,20.027437,0.683,6.3176813,73.9199,19.508245,0.611,7.756,89.875,0.210294916945283,0.0,0.679,346.0,12.038,,Africa,Northern Africa
922,MAR,2019,5.0948,8217.5986328125,62.994,39.0,,19.914429,0.683,6.199,74.2705,18.900434,0.615,7.29,89.875,0.0,0.0,0.682,346.0,12.381488,,Africa,Northern Africa
923,MAR,2018,5.2081,8072.08642578125,62.453,43.0,,20.286121,0.69,6.0500154,73.9863,17.933472,0.629,7.3,89.875,0.0,0.0,0.676,346.0,12.303077,,Africa,Northern Africa
924,MAR,2017,5.2537,7921.619140625,61.908,40.0,,20.129702,0.682,6.23,73.6603,19.57815,0.618,7.27,89.875,0.0,0.0,0.67,346.0,12.1533375,,Africa,Northern Africa
925,MAR,2016,5.235,7632.185546875,61.36,37.0,,19.867258,0.66,6.199,73.284,18.990004,0.626,7.41,89.875,0.0,0.0,0.661,346.0,11.93365,,Africa,Northern Africa
926,MAR,2015,5.151,7687.69091796875,60.809,36.0,,19.437466,0.669,6.199,72.9197,18.741674,0.623,7.63,89.875,0.0,0.0,0.654,346.0,11.766645,,Africa,Northern Africa
927,MAR,2014,5.013,7462.15283203125,60.256,39.0,,20.353619,0.66,6.199,72.5377,18.739038,0.62,7.9,90.66667,0.0,0.0,0.644,346.0,11.788693,,Africa,Northern Africa
928,MAR,2011,4.793151,7052.72705078125,58.581,39.0,,21.52696,0.687,6.199,71.2691,18.562895,0.626,9.49,89.875,0.0,0.0,0.614,346.0,11.938914,,Africa,Northern Africa
929,MOZ,2022,4.954,1250.77241374562,35.477,26.5,40.38,21.32762,0.572,4.393,59.143,24.049591,0.615,23.902,,0.2278177428076923,2.1353056,0.442,1032.0,12.421,0.522,Africa,Sub-Saharan Africa
930,MOZ,2021,5.0483,1231.86414009585,37.628,26.5,39.6,23.403265,0.54,4.393,59.3247,24.118555,0.609,23.902,,0.5089350921153846,3.064494,0.446,1032.0,12.421,0.522,Africa,Sub-Saharan Africa
