code,year,happiness,urbanization,corruption,food_insec,tax,indiv_libs,school,life_expect,yearly temp,hri,suicides,family,covid,war,hdi,rain,air_pollution,gini
BFA,2020,4.8338,30.607,,18.5,14.200459,0.747,4.5330615,59.7306,28.985498,0.793,,,0.07225766205792453,5.2549334,0.449,,,
BFA,2019,4.7687,29.98,,15.4,15.234938,0.761,,60.0391,29.033028,0.809,14.38,,,5.942256,0.452,748.0,15.18908,
BFA,2018,4.5868,29.358,41.0,12.6,14.96213,0.785,4.3516855,60.0466,28.961794,0.82,14.6829,,,0.8385341,0.449,748.0,15.281672,0.43016732
BFA,2017,4.4244,28.743,42.0,11.7,14.336037,0.842,4.2,59.5361,28.918123,0.851,14.8493,,,0.17140673,0.438,748.0,15.148957,
BFA,2016,4.032,28.134,42.0,10.9,13.526495,0.827,,59.3262,29.105082,0.835,15.1557,,,0.12969829,0.427,748.0,14.935203,
BFA,2015,3.739,27.53,38.0,10.0,12.847363,0.847,,58.8454,28.838768,0.84,15.4435,,,0.0,0.418,748.0,14.773396,
BFA,2014,3.587,26.934,38.0,,12.739031,0.848,,58.3589,28.952171,0.819,15.6562,,,0.0,0.408,748.0,14.417717,0.35301226
BFA,2011,3.926028,25.196,,,11.957394,0.805,,57.1246,29.079758,0.778,15.6486,,,0.0,0.384,748.0,14.024263,
BDI,2020,3.7753,13.708,,,17.631117,0.167,5.1646743,61.5663,21.340372,0.172,,,0.03899183693018868,1.0392604,0.426,,,
BDI,2019,3.7753,13.366,,,16.574976,0.14,,62.3514,21.089533,0.145,12.1224,,,0.63158756,0.431,1274.0,16.005333,
BDI,2018,3.7753,13.032,17.0,,,0.099,5.3796825,61.6884,20.712639,0.143,12.313,,,0.9483641,0.428,1274.0,15.902263,
BDI,2017,2.9045,12.706,22.0,,,0.122,5.08,61.5526,21.075724,0.126,12.4632,,,0.34063634,0.428,1274.0,15.627781,
BDI,2016,2.905,12.388,20.0,,,0.099,,60.7931,21.315222,0.115,12.6147,,,0.6603488,0.43,1274.0,15.521842,
BDI,2015,2.905,12.078,21.0,,,0.132,,60.2172,21.04585,0.166,12.7543,,,2.4610443,0.428,1274.0,15.534945,
BDI,2014,2.905,11.776,20.0,,,0.198,,59.8684,20.809118,0.274,13.139,,,0.5335915,0.426,1274.0,15.626974,
BDI,2011,3.67756,10.915,,,,0.289,,57.7692,20.39401,0.354,14.5149,,,0.0,0.41,1274.0,15.243223,
KHM,2022,4.3935,,,,,0.236,,,27.315718,0.328,,,0.44697362942307695,0.0,,,,
KHM,2021,4.6403,24.668,,14.8,16.365808,0.239,,69.5835,27.305552,0.32,,,0.49549538603846155,0.0,0.593,,,
KHM,2020,4.8304,24.232,,15.1,17.88372,0.281,6.8439803,70.416,27.73176,0.341,,,0.017450499609433963,0.0,0.596,,,
KHM,2019,4.8484,23.805,,14.0,19.734575,0.314,,70.6923,28.10121,0.371,5.49,,,0.0,0.598,1904.0,16.547619,
KHM,2018,4.6998,23.388,20.0,13.6,17.052092,0.303,6.8543167,70.5609,27.748543,0.357,5.59,,,0.0,0.591,1904.0,16.688183,
KHM,2017,4.4326,22.98,21.0,14.0,15.788719,0.291,6.9,70.5153,27.584448,0.344,5.64,,,0.0,0.586,1904.0,16.808744,
KHM,2016,4.168,22.582,21.0,14.3,14.825891,0.305,,70.2244,28.11972,0.396,5.75,,,0.0,0.581,1904.0,17.043842,
KHM,2015,3.907,22.188,21.0,16.9,14.582878,0.369,,69.8725,28.093283,0.449,5.75,,,0.0,0.574,1904.0,17.273563,
KHM,2014,3.819,21.799,21.0,,14.626631,0.369,,69.7364,27.552782,0.449,5.8,,,0.0,0.569,1904.0,17.478865,
KHM,2011,4.100715,20.663,,,10.154693,0.423,,68.4163,27.202726,0.507,6.22,,,0.07547743,0.548,1904.0,17.839756,
CMR,2022,4.9732,,,,,0.531,,,24.776957,0.58,,,0.1406035983076923,2.3643591,,,,
CMR,2021,5.0476,58.148,,26.7,,0.521,,60.3334,25.131868,0.579,,,0.29781658846153847,3.062654,0.576,,,
CMR,2020,5.1418,57.56,,26.7,,0.511,5.2868743,60.8328,25.168123,0.557,,,0.11754125779245282,2.9481611,0.578,,,
CMR,2019,5.0849,56.968,,27.3,13.043516,0.501,,61.5839,25.050634,0.563,15.9215,,,3.2308934,0.583,1604.0,12.741659,
CMR,2018,5.0437,56.374,25.0,28.1,13.367315,0.486,5.2889247,61.1798,24.870829,0.545,15.9267,,,3.744504,0.577,1604.0,12.648219,
CMR,2017,4.9753,55.777,25.0,28.2,13.201488,0.498,5.5,60.8103,24.978134,0.553,16.1482,,,1.5332153,0.571,1604.0,12.500114,
CMR,2016,4.695,55.179,26.0,26.6,12.913115,0.555,,60.2333,25.029282,0.596,16.6157,,,2.1128876,0.564,1604.0,12.464038,
CMR,2015,4.513,54.578,27.0,22.3,13.504143,0.604,,59.658,24.799421,0.658,17.0898,,,8.065129,0.56,1604.0,12.5035305,
CMR,2014,4.252,53.976,27.0,,13.209608,0.615,,58.9355,24.65129,0.66,17.9391,,,6.179486,0.551,1604.0,12.4613495,0.46640873
CMR,2011,4.375735,52.164,,,11.722945,0.655,,57.1331,24.572912,0.686,19.4055,,,0.0,0.521,1604.0,12.423793,
CAN,2022,6.9607,,,,,0.936,,,-3.5735552,0.918,,79.25422,0.24603570048076923,0.0,,,,
CAN,2021,7.0251,81.653,,1.2,33.03029,0.962,,82.6565,-2.753688,0.943,,,0.10054620845961539,0.0,0.936,,,
CAN,2020,7.1033,81.562,,1.0,34.21282,0.957,11.724046,82.0471,-3.5554295,0.942,,,0.10883435515094339,0.0,0.931,,,
CAN,2019,7.2321,81.482,,0.9,33.03848,0.96,,82.3628,-3.6194153,0.943,10.3408,,,0.0,0.937,537.0,1.4996628,0.31749648
CAN,2018,7.2781,81.411,81.0,0.7,33.438145,0.969,11.784588,82.0508,-4.2081094,0.939,10.4952,,,0.0,0.933,537.0,1.5479773,0.3250927
CAN,2017,7.3285,81.35,82.0,0.6,33.044014,0.971,11.74,82.0192,-3.214094,0.938,11.6755,,,0.0,0.931,537.0,1.532049,0.33308205
CAN,2016,7.316,81.3,82.0,,33.258015,0.975,,82.0434,-2.647889,0.944,10.3666,,,0.0,0.928,537.0,1.5657816,0.32701823
CAN,2015,7.404,81.259,83.0,,32.82034,0.974,,81.9246,-3.5109851,0.947,11.1557,,,0.0,0.926,537.0,1.5747852,0.33746484
CAN,2014,7.427,81.218,81.0,,31.266373,0.974,,81.8545,-4.1104817,0.945,10.8637,,,0.0,0.925,537.0,1.6092608,0.33157605
CAN,2011,7.499089,81.096,,,30.802902,0.968,,81.5286,-3.394183,0.941,9.63,,,0.0,0.915,537.0,1.8148445,0.32657078
CAF,2019,3.4759,41.77,,61.8,7.7833314,0.316,,55.0253,26.540281,0.459,22.963,,,6.507556,0.411,1343.0,13.727325,
CAF,2018,3.083,41.364,26.0,,8.075897,0.314,,54.3693,26.22663,0.513,23.6493,,,12.0122595,0.405,1343.0,13.576351,
CAF,2017,3.083,40.98,23.0,,7.030525,0.312,,53.7207,26.428373,0.504,25.7334,,,35.142906,0.398,1343.0,13.275179,
CAF,2016,2.693,40.618,20.0,,7.2120986,0.31,,53.4601,26.473597,0.491,25.2506,,,12.805398,0.391,1343.0,13.32892,
CAF,2014,3.678,39.959,24.0,,3.9654632,0.21,,50.5655,26.046774,0.408,27.5868,,,63.9543,0.37,1343.0,12.499944,
CAF,2011,3.567892,39.135,,,7.7133946,0.304,,49.9482,25.571976,0.479,27.5691,,,3.8883889,0.381,1343.0,13.158105,
TCD,2022,4.3966,,,,,0.166,,,27.191795,0.261,,,0.32757074567307687,0.47959432,,,,
TCD,2021,4.2508,23.781,,,,0.229,,52.5254,27.803465,0.323,,,0.45599235480769235,3.8766584,0.394,,,
TCD,2020,4.3554,23.52,,,,0.237,2.830429,52.7774,27.555374,0.354,,,0.20641646739622643,1.4959711,0.397,,,
TCD,2019,4.4227,23.279,,,,0.262,,53.2594,27.64414,0.389,13.2237,,,1.5998147,0.403,322.0,16.061754,
TCD,2018,4.3495,23.059,19.0,,7.8748198,0.24,2.872748,52.8253,27.87371,0.365,13.5656,,,1.0766323,0.398,322.0,16.05144,0.37499154
TCD,2017,4.3006,22.858,20.0,,,0.244,2.64,52.3076,27.585104,0.36,13.7679,,,0.5833264,0.393,322.0,16.018475,
TCD,2016,3.936,22.677,20.0,,,0.26,,52.0834,27.785425,0.394,13.6841,,,0.013705589,0.391,322.0,16.09316,
TCD,2015,3.763,22.515,22.0,,,0.26,,51.5888,27.453436,0.399,13.9687,,,2.7510068,0.389,322.0,16.112083,
TCD,2014,3.667,22.372,22.0,,,0.267,,51.202,27.63082,0.4,14.5973,,,0.043804802,0.393,322.0,16.028091,
TCD,2011,3.919401,22.054,,,18.372097,0.29,,50.009,27.25036,0.409,15.8915,,,0.0,0.372,322.0,16.060501,0.43321213
CHL,2022,6.3338,,,,,0.929,,,8.847696,0.902,,91.43369,0.3110200081346154,0.0,,,,
CHL,2021,6.1718,87.817,,4.1,20.76686,0.91,,78.9435,9.4957,0.909,,,0.3446827869615384,0.0,0.855,,,
CHL,2020,6.1719,87.727,,3.8,17.726372,0.886,9.40743,79.3769,9.541247,0.88,,,0.19984021439245284,0.0,0.852,,,0.4492094
CHL,2019,6.2285,87.643,,3.6,19.384697,0.919,,80.3263,9.559334,0.888,8.04,,,0.0,0.861,1522.0,5.413514,
CHL,2018,6.444,87.564,67.0,3.6,19.869963,0.936,9.688812,80.1334,9.208156,0.922,7.96,,,0.0,0.856,1522.0,5.313629,
CHL,2017,6.4762,87.49,67.0,3.4,18.972704,0.951,9.57,80.3501,9.29136,0.952,8.39,,,0.0,0.853,1522.0,5.295711,0.4444103
CHL,2016,6.652,87.422,66.0,3.1,18.911648,0.951,,80.0794,9.781214,0.951,9.18,,,0.0,0.85,1522.0,5.4656687,
CHL,2015,6.705,87.36,70.0,2.9,18.868221,0.951,,79.746,9.476977,0.951,9.17,,,0.0,0.846,1522.0,5.6614447,0.44371328
CHL,2014,6.67,87.303,73.0,,17.951351,0.959,,79.4726,9.088805,0.962,9.13,91.7,,0.0,0.841,1522.0,5.6731095,
CHL,2011,6.12797,87.132,,,18.703718,0.952,,79.1099,8.963403,0.946,11.0036,,,0.0,0.817,1522.0,5.5505323,0.4604835
CHN,2022,5.8179,,,,,0.225,,,7.7845345,0.174,,86.15168,0.21885718751923078,0.0,,,,
CHN,2021,5.5853,62.512,,,22.32925,0.237,,78.2107,7.823069,0.199,,,0.07432114227307693,0.0026649956,0.768,,,
CHN,2020,5.3391,61.428,,,21.061478,0.231,9.270027,78.0766,7.6062756,0.205,,,-0.021913126423584905,0.0,0.764,,,0.37090832
CHN,2019,5.1239,60.308,,,23.332006,0.254,,77.968,7.5706635,0.213,6.67,,,0.0,0.762,645.0,16.696108,0.38168344
CHN,2018,5.1909,59.152,39.0,,24.80751,0.269,9.171392,77.7444,7.42501,0.229,6.81,,,0.0,0.755,645.0,16.986086,0.38497642
CHN,2017,5.2458,57.96,41.0,,23.962616,0.282,9.67,77.2476,7.7727637,0.248,6.89,,,0.0,0.747,645.0,17.461239,0.39075777
CHN,2016,5.273,56.736,40.0,,23.779253,0.288,,77.2177,7.7636166,0.257,6.99,,,0.0012839813,0.74,645.0,17.94618,0.38480517
CHN,2015,5.245,55.5,37.0,,24.327402,0.287,,76.9771,7.660236,0.269,7.08,,,0.0015067639,0.733,645.0,18.321278,0.38595304
CHN,2014,5.14,54.259,36.0,,24.390665,0.28,,76.7173,7.3119445,0.246,7.35,85.66525,,0.0016604224,0.725,645.0,18.494013,0.39177653
CHN,2011,4.679718,50.511,,,23.834412,0.3,,75.9032,6.913648,0.285,8.84,,,0.0004421207,0.7,645.0,19.297709,0.42409223
COL,2022,5.6304,,,,22.2,0.738,,,23.944674,0.765,,80.65789,0.13899229842692307,0.21012442,,,,
COL,2021,5.7806,81.74,,,21.3,0.605,,72.8296,24.100492,0.639,,,0.5763910415192307,0.38240132,0.752,,,0.5149927
COL,2020,6.0124,81.425,,,19.190538,0.62,8.622162,74.7692,24.522615,0.659,,,0.28415912133018867,0.22383375,0.756,,,0.5353081
COL,2019,6.1634,81.104,,,18.844198,0.644,,76.7523,24.390472,0.677,3.74,,,0.21120837,0.768,3240.0,6.318576,0.5133497
COL,2018,6.1248,80.778,36.0,,19.75562,0.716,8.520751,76.7479,24.106009,0.754,3.87,,,0.3733996,0.763,3240.0,6.3607917,0.50418705
COL,2017,6.2601,80.446,37.0,,18.8,0.741,8.46,76.6456,24.293646,0.803,4.5,,,0.07652269,0.761,3240.0,6.3751206,0.49715486
COL,2016,6.357,80.108,37.0,,19.211346,0.733,,76.4713,24.548464,0.801,4.11,,,0.060891163,0.759,3240.0,6.5719275,0.5057068
COL,2015,6.481,79.764,37.0,,19.965117,0.736,,76.2573,24.417929,0.798,4.04,,,0.27589294,0.754,3240.0,6.7493634,0.5099042
COL,2014,6.477,79.415,37.0,,19.748709,0.74,,76.0427,24.186163,0.8,3.69,85.11904,,0.2549384,0.75,3240.0,6.942487,0.52551013
COL,2011,6.202322,78.335,,,19.17609,0.737,,75.3198,23.8781,0.792,3.67,,,0.43700027,0.733,3240.0,7.519735,0.53490293
COM,2022,3.5452,,,,7.705028,0.434,,,24.918253,0.495,,,0.0804372788698077,0.0,,,,
COM,2021,4.6086,29.613,,27.4,8.552728,0.433,,63.4174,25.142965,0.506,,,0.21549671525,0.0,0.558,,,
COM,2020,4.2886,29.38,,27.4,7.6981106,0.473,5.12939,64.1665,25.345047,0.52,,,0.06580226543584905,0.0,0.562,,,
COM,2019,4.2886,29.164,,,6.8122478,0.442,,64.0684,25.533789,0.535,8.46,,,0.0,0.56,900.0,13.222562,
COM,2018,3.9728,28.965,27.0,,8.2891,0.55,5.0643597,63.9117,25.135107,0.625,8.48,,,0.0,0.557,900.0,13.386371,
COM,2015,3.956,28.47,26.0,,6.756687,0.599,,62.8956,25.33191,0.688,8.8,,,0.0,0.544,900.0,13.960656,
COM,2014,3.956,28.338,26.0,,7.032907,0.588,,62.5158,25.191671,0.675,8.87,,,0.0,0.54,900.0,14.04673,0.45334595
COM,2011,3.700023,28.04,,,6.5044966,0.56,,61.5033,25.035103,0.64,8.53,,,0.0,0.527,900.0,13.391598,
COG,2022,5.2671,,,,8.732244,0.269,,,25.103622,0.274,,,0.1580178821730769,0.36848268,,,,
COG,2021,5.0752,68.283,,58.8,8.314249,0.245,,63.5187,25.290785,0.28,,,0.27130769365384616,0.0,0.571,,,
COG,2020,5.3417,67.829,,55.5,9.705073,0.242,5.2851167,63.7852,25.379715,0.271,,,0.11138453772830188,0.0,0.574,,,
COG,2019,5.1944,67.373,,51.7,8.052759,0.167,,62.7467,25.348183,0.239,11.6181,,,0.01795095,0.57,1646.0,11.329252,
COG,2018,4.8115,66.916,19.0,51.1,7.459791,0.233,5.2851167,64.0531,25.082312,0.273,11.63,,,0.0,0.578,1646.0,11.317211,
COG,2017,4.5587,66.459,21.0,49.7,10.819287,0.191,5.22,63.76,25.06257,0.263,11.894,,,0.0,0.58,1646.0,11.326127,
COG,2016,4.291,66.001,20.0,46.1,13.222269,0.196,,63.5765,25.420311,0.266,12.2866,,,1.3302923,0.586,1646.0,11.474398,
COG,2015,4.236,65.543,23.0,42.6,12.864556,0.203,,63.2329,25.091078,0.275,12.4629,,,0.0,0.59,1646.0,11.57301,
COG,2014,3.989,65.085,23.0,,9.662547,0.203,,62.9502,24.900528,0.282,13.5276,,,0.0,0.589,1646.0,11.5946665,
COG,2011,3.819792,63.712,,,7.4346657,0.229,,61.9924,24.797812,0.298,15.3024,,,0.0,0.564,1646.0,11.7014065,0.4893867
CRI,2022,6.6085,,,,,0.967,,,22.864721,0.941,,,0.11391305040384615,0.0,,,,0.47152537
CRI,2021,6.582,81.425,,2.9,14.222421,0.967,,77.0232,22.959923,0.947,,,0.26801405265384615,0.0,0.809,,,0.4867917
CRI,2020,7.0694,80.771,,2.8,12.464708,0.967,8.993311,79.277,23.416946,0.946,,,0.04409314213962264,0.0,0.816,,,0.49248964
CRI,2019,7.1214,80.076,,2.6,13.53758,0.965,,79.4272,23.445265,0.945,7.62,,,0.0,0.819,2926.0,4.38254,0.48191166
CRI,2018,7.1674,79.34,56.0,2.4,13.388666,0.949,8.500433,79.4835,23.072393,0.915,6.79,,,0.0,0.811,2926.0,4.402268,0.47972405
CRI,2017,7.0717,78.56,59.0,2.2,13.439,0.973,8.58,79.3769,23.246162,0.962,5.79,,,0.0,0.807,2926.0,4.369587,0.4834654
CRI,2016,7.079,77.735,58.0,1.9,13.909954,0.974,,79.4592,23.520376,0.966,7.29,,,0.0,0.803,2926.0,4.5425577,0.48706067
CRI,2015,7.087,76.862,55.0,1.8,13.412678,0.971,,79.0857,23.518614,0.964,6.41,,,0.0,0.798,2926.0,4.66039,0.4837614
CRI,2014,7.226,75.941,54.0,,13.204138,0.97,,78.7741,23.281385,0.963,5.35,,,0.0,0.796,2926.0,4.697169,0.48634195
CRI,2011,7.251115,72.868,,,13.489001,0.968,,79.3477,22.927149,0.96,6.7,,,0.0,0.782,2926.0,4.7246227,0.48762167
CIV,2022,5.0527,,,,12.858996,0.683,,,26.47976,0.725,,,0.20574091840384617,0.0,,,,
CIV,2021,5.2346,52.18,,9.7,13.186362,0.679,,58.5983,26.865736,0.715,,,0.2642098403846154,0.0,0.55,,,
CIV,2020,5.306,51.706,,9.4,12.388282,0.673,4.811591,59.0318,26.837786,0.708,,,0.03126041168716981,0.0,0.551,,,
CIV,2019,5.2333,51.239,,9.1,11.982842,0.759,,59.3185,26.744696,0.767,15.6586,,,0.0,0.55,1348.0,14.028488,
CIV,2018,4.9438,50.779,35.0,9.2,11.9436035,0.768,4.55083,58.8494,26.50712,0.777,15.929,,,0.0,0.542,1348.0,14.097552,0.37168875
CIV,2017,4.6712,50.326,36.0,8.4,12.005911,0.771,4.21,58.4805,26.77395,0.772,16.3711,,,0.0,0.534,1348.0,13.897649,
CIV,2016,4.18,49.881,34.0,7.5,11.686945,0.825,,58.0599,26.920961,0.809,16.9954,,,0.20236544,0.524,1348.0,13.981782,
CIV,2015,3.916,49.444,32.0,6.2,10.909178,0.84,,57.7624,26.556025,0.816,17.7148,,,0.0,0.513,1348.0,14.233975,0.414748
CIV,2014,3.655,49.014,32.0,,10.661644,0.825,,57.208,26.514227,0.809,18.5472,,,0.0,0.502,1348.0,13.955762,
CIV,2011,4.197182,47.751,,,,0.689,,55.5195,26.422592,0.709,19.607,,,5.7227883,0.472,1348.0,13.246812,
HRV,2022,6.125,,,,,0.892,,,13.256776,0.875,,81.76894,0.49626912871153844,0.0,,,,
HRV,2021,6.1252,57.878,,1.9,35.688637,0.882,,77.5804,12.436516,0.875,,,0.8471434548461538,0.0,0.858,,,
HRV,2020,5.8817,57.553,,1.6,36.71755,0.858,10.446162,77.9845,12.811761,0.858,,,0.44155478135094345,0.0,0.855,,,0.29544285
HRV,2019,5.5047,57.242,,1.3,37.45287,0.874,,78.7376,13.174049,0.87,11.0095,,,0.0,0.861,1113.0,6.2461486,0.2890909
HRV,2018,5.4318,56.947,48.0,0.9,37.39304,0.913,10.809689,78.337,13.029072,0.888,11.0976,,,0.0,0.856,1113.0,6.229925,0.29729474
HRV,2017,5.3212,56.667,49.0,0.8,36.832523,0.908,10.75,78.0832,12.490832,0.895,10.8687,,,0.0,0.852,1113.0,6.21656,0.30354577
HRV,2016,5.293,56.403,49.0,0.6,36.921486,0.914,,78.2314,12.391708,0.903,11.4808,,,0.0,0.848,1113.0,6.4110637,0.30899724
HRV,2015,5.488,56.155,51.0,0.6,36.55308,0.93,,77.5599,12.743782,0.927,12.1535,,,0.0,0.843,1113.0,6.7485905,0.31115314
HRV,2014,5.759,55.923,48.0,,36.111958,0.93,,77.9533,13.028306,0.936,12.404,,,0.0,0.841,1113.0,6.8707004,0.32107148
HRV,2011,5.622628,55.322,,,34.811146,0.939,,77.2222,12.311527,0.946,11.7574,,,0.0,0.826,1113.0,7.3244057,0.32257435
CUB,2011,5.417868,76.689,,,37.860847,0.188,,77.7597,25.404768,0.279,11.1317,,,0.0,0.777,1335.0,6.130032,
CYP,2022,6.13,,,,,0.923,,,19.876175,0.89,,94.17119,0.2485508674673077,0.0,,,,
CYP,2021,6.2209,66.856,,,,0.915,,81.2033,20.467718,0.886,,,0.2841469850961538,0.0,0.896,,,
CYP,2020,6.2235,66.821,,,,0.926,10.91709,81.3905,20.228842,0.887,,,0.08938675638679244,0.0,0.894,,,0.31727943
CYP,2019,6.159,66.805,,,,0.933,,81.397,20.344637,0.903,3.18,,,0.0,0.897,498.0,5.0202208,0.31224227
CYP,2018,6.0458,66.81,59.0,,,0.949,10.91709,81.382,21.032106,0.91,3.64,,,0.0,0.892,498.0,4.906637,0.3273986
CYP,2017,5.7625,66.836,57.0,,,0.949,10.87,81.328,20.105097,0.912,3.28,,,0.0,0.887,498.0,4.886983,0.31416234
CYP,2016,5.621,66.881,55.0,,,0.949,,81.0563,20.435875,0.914,4.15,,,0.0,0.877,498.0,5.147235,0.32891795
CYP,2015,5.546,66.946,61.0,,,0.949,,80.9665,19.817575,0.913,4.17,,,0.0,0.871,498.0,5.5432954,0.33966377
CYP,2014,5.689,67.031,63.0,,,0.949,,80.7706,19.90789,0.911,4.77,92.47786,,0.0,0.865,498.0,5.710688,0.35565653
CYP,2011,6.416459,67.406,,,,0.926,,79.9991,19.378727,0.892,3.7,,,0.0,0.861,498.0,6.1401825,0.32625523
CZE,2022,6.8452,,,,,0.98,,,9.545533,0.952,,82.6226,0.17526220270576923,0.0,,,,
CZE,2021,6.9198,74.214,,2.3,33.908947,0.945,,77.7283,8.334178,0.916,,,0.69335739405,0.0,0.889,,,
CZE,2020,6.9647,74.061,,1.6,34.359745,0.949,11.116524,78.5746,9.439006,0.921,,,0.44686526334716986,0.0,0.892,,,0.26245132
CZE,2019,6.9109,73.921,,0.8,34.815918,0.961,,79.2433,9.837799,0.945,9.48,,,0.0,0.897,677.0,5.6198144,0.25262198
CZE,2018,6.8521,73.792,59.0,0.5,35.010693,0.96,11.33578,79.0039,9.870078,0.943,10.8278,,,0.0,0.894,677.0,5.6283236,0.24990341
CZE,2017,6.7109,73.675,57.0,0.5,34.470142,0.956,11.65,78.9557,8.815231,0.939,11.1969,,,0.0,0.897,677.0,5.6059804,0.2485221
CZE,2016,6.609,73.57,55.0,0.5,34.0612,0.958,,78.9967,8.938988,0.943,10.3358,,,0.0,0.895,677.0,5.7466106,0.25406334
CZE,2015,6.596,73.477,56.0,0.7,33.164383,0.969,,78.58,9.665856,0.952,10.492,,,0.0,0.891,677.0,5.981745,0.25867432
CZE,2014,6.505,73.384,51.0,,32.876495,0.97,,78.755,9.744016,0.957,11.6959,,,0.0,0.887,677.0,6.1794887,0.25923222
CZE,2011,6.35963,73.185,,,33.058395,0.97,,77.8191,8.7563095,0.963,12.8985,,,0.0,0.872,677.0,6.853774,0.26381344
COD,2022,3.2072,,,,11.992874,0.354,,,24.597357,0.524,,,0.34201951365384614,5.2802634,,,,
COD,2019,4.311,45.046,,38.5,6.7293997,0.369,,60.2757,24.710571,0.542,12.4111,,,2.6527443,0.482,1543.0,15.473239,
COD,2018,4.4181,44.46,20.0,,7.0440736,0.284,4.5322757,59.9417,24.454153,0.417,12.394,,,3.3736243,0.48,1543.0,15.582607,
COD,2017,4.2449,43.88,21.0,,6.1708207,0.244,4.67,59.4114,24.603264,0.39,12.0358,,,6.8898606,0.475,1543.0,15.34547,
COD,2016,4.28,43.307,21.0,,7.7321424,0.261,,59.0664,24.885193,0.423,12.0872,,,2.6304486,0.472,1543.0,15.429686,
COD,2015,4.272,42.74,22.0,,8.730922,0.262,,58.49,24.533356,0.44,12.2673,,,0.96495026,0.463,1543.0,15.526597,
COD,2014,4.517,42.18,22.0,,8.401271,0.261,,58.2963,24.410965,0.443,12.5667,,,2.561958,0.455,1543.0,15.560338,
COD,2011,3.983849,40.544,,,8.649499,0.256,,57.0693,24.132849,0.444,13.3243,,,0.60884774,0.438,1543.0,15.4774275,
DNK,2022,7.5864,,,,,0.988,,,9.672759,0.96,,87.56867,0.19194873398076923,0.0,,,,
DNK,2021,7.6362,88.24,,1.8,47.97084,0.977,,81.3753,8.935855,0.952,,,0.10481625733461539,0.0,0.948,,,
DNK,2020,7.6195,88.116,,1.4,48.346725,0.971,11.098828,81.5449,10.0801325,0.942,,,0.004981304203773585,0.0,0.947,,,0.27504268
DNK,2019,7.6456,87.994,,1.1,48.1246,0.987,,81.4337,9.686952,0.957,7.63,,,0.0,0.946,703.0,2.5983975,0.27723646
DNK,2018,7.6001,87.874,88.0,1.1,45.407043,0.99,11.37422,80.99,9.680981,0.963,8.18,,,0.0,0.942,703.0,2.7315702,0.28166336
DNK,2017,7.5553,87.757,88.0,1.1,46.709103,0.991,11.42,81.1112,9.131982,0.968,8.28,,,0.0,0.944,703.0,2.7399101,0.28746662
DNK,2016,7.522,87.642,90.0,1.1,46.83615,0.991,,80.8803,9.2463875,0.968,8.24,,,0.0,0.943,703.0,2.7536285,0.28187442
DNK,2015,7.526,87.526,91.0,1.0,47.932163,0.991,,80.738,9.281568,0.969,8.07,,,0.0,0.936,703.0,2.782654,0.28177446
DNK,2014,7.527,87.41,92.0,,50.397488,0.99,,80.6302,10.140958,0.965,9.09,,,0.0,0.932,703.0,2.93698,0.2835288
DNK,2011,7.85574,86.957,,,46.234364,0.992,,79.7845,9.025926,0.972,9.67,,,0.0,0.926,703.0,3.7543721,0.27311745
DJI,2014,4.369,77.314,34.0,,13.363991,0.496,,61.6411,28.048574,0.431,12.1898,,,0.10110293,0.488,220.0,9.677879,
DJI,2011,4.956731,77.064,,,14.441683,0.496,,60.4329,28.002329,0.432,11.8374,,,0.0,0.47,220.0,9.447127,
DOM,2022,5.5689,,,,14.049603,0.82,,,24.461126,0.895,,,-0.011361890596153846,0.0,,,,
DOM,2021,5.7372,83.213,,22.0,14.408329,0.82,,72.6146,24.475721,0.895,,,0.11276995658653846,0.0,0.767,,,0.38529852
DOM,2020,5.5451,82.54,,22.2,12.430842,0.818,6.558533,72.8894,24.868607,0.893,,,0.03778321327169812,0.0,0.764,,,0.39631972
DOM,2019,5.6892,81.828,,23.2,13.326801,0.749,,73.5767,24.745333,0.847,5.11,,,0.0,0.771,1410.0,6.796193,0.41918564
DOM,2018,5.4253,81.074,30.0,22.4,13.055241,0.752,6.6819587,73.2323,24.411734,0.859,5.49,,,0.0,0.764,1410.0,6.844923,0.4368666
DOM,2017,5.3018,80.277,29.0,23.4,13.046789,0.742,6.33,73.0629,24.498314,0.843,6.02,,,0.0,0.757,1410.0,6.9107695,0.42195615
DOM,2016,5.23,79.436,31.0,23.7,12.91333,0.751,,72.9867,24.627993,0.847,6.77,,,0.0,0.755,1410.0,7.081789,0.45723918
DOM,2015,5.155,78.566,33.0,24.3,12.837603,0.753,,72.9531,24.80282,0.84,6.84,,,0.0,0.736,1410.0,7.175091,0.45181635
DOM,2014,4.885,77.67,32.0,,13.4382305,0.753,,72.8665,24.50168,0.848,6.59,,,0.0,0.728,1410.0,7.1132607,0.4428003
DOM,2011,5.036006,74.827,,,12.357719,0.764,,72.2212,24.111624,0.851,5.5,,,0.0,0.713,1410.0,6.7975464,0.47706905
ECU,2022,5.5589,,,,,0.878,,,20.84904,0.899,,87.48958,0.1719342555846154,0.50552744,,,,0.45466313
ECU,2021,5.5333,64.361,,13.0,13.879761,0.889,,73.67,20.979362,0.893,,,0.4276591335192308,1.6350394,0.74,,,0.4580044
ECU,2020,5.764,64.166,,12.8,13.021571,0.882,8.69649,72.1535,21.27785,0.904,,,0.6136146902830188,0.0,0.731,,,0.47311273
