code,year,happiness,urbanization,corruption,food_insec,tax,indiv_libs,school,life_expect,yearly temp,hri,suicides,family,covid,war,hdi,rain,air_pollution,gini
ECU,2019,5.9252,63.986,,11.6,14.035229,0.876,,77.2971,21.14963,0.896,7.68,,,0.0115315365,0.76,2274.0,5.2422624,0.45711532
ECU,2018,6.0276,63.821,34.0,9.9,14.973984,0.876,8.754255,77.0938,20.924253,0.912,8.12,,,0.0,0.762,2274.0,5.166172,0.45440298
ECU,2017,5.9732,63.67,32.0,8.4,14.15539,0.868,8.86,76.9725,21.12912,0.858,9.26,,,0.0,0.762,2274.0,5.1212854,0.4467303
ECU,2016,6.008,63.534,31.0,7.1,14.615247,0.845,,76.7634,21.48715,0.811,9.06,,,0.0,0.762,2274.0,5.257003,0.45020068
ECU,2015,5.976,63.398,32.0,6.0,16.107111,0.845,,76.7893,21.470581,0.809,8.88,,,0.0,0.765,2274.0,5.4540405,0.45954296
ECU,2014,5.975,63.261,33.0,,14.169829,0.843,,76.6221,20.893852,0.805,8.9,98.58569,,0.0,0.76,2274.0,5.5143604,0.4499505
ECU,2011,5.424841,62.851,,,12.299311,0.847,,75.7425,20.782259,0.835,10.0113,,,0.0,0.743,2274.0,5.5165434,0.4587748
EGY,2022,4.1705,,,,,0.256,,,22.95295,0.202,,99.66666,0.12013068836538461,0.14145406,,,,
EGY,2021,4.2877,42.862,,8.8,,0.258,,70.2207,23.623482,0.203,,,0.45598097961538464,0.07962499,0.731,,,
EGY,2020,4.2827,42.783,,7.1,,0.267,6.5293627,70.9905,23.15776,0.2,,,0.26102098196603774,0.46340615,0.734,,,
EGY,2019,4.1514,42.73,,6.7,,0.235,,71.3575,23.36551,0.185,3.41,,,0.59932584,0.735,18.1,15.600813,0.31893557
EGY,2018,4.1655,42.704,35.0,7.4,,0.229,6.504568,71.3669,24.097076,0.179,3.37,,,0.6593358,0.729,18.1,15.536187,
EGY,2017,4.4192,42.705,32.0,8.6,,0.221,6.34,71.3019,23.009415,0.179,3.39,,,0.8399697,0.721,18.1,15.519818,0.31533954
EGY,2016,4.735,42.732,34.0,8.7,,0.228,,70.8435,23.726912,0.174,3.63,,,0.38783762,0.713,18.1,15.743518,
EGY,2015,4.362,42.785,36.0,8.4,,0.23,,70.4831,23.349562,0.169,3.72,,,0.88105464,0.706,18.1,15.952097,0.31823358
EGY,2014,4.194,42.839,37.0,,,0.227,,70.4151,23.616615,0.174,3.69,97.35681,,0.18620741,0.699,18.1,15.906228,
EGY,2011,4.8534,43.0,,,,0.323,,69.8805,22.647821,0.397,3.69,,,0.03475334,0.679,18.1,16.159655,
SLV,2022,6.1216,,,,,0.513,,,26.30039,0.618,,,0.1853264481423077,1.3888028,,,,0.38757578
SLV,2021,6.12,74.118,,16.2,19.899433,0.493,,70.7479,26.682343,0.632,,,0.5993179903846154,0.0,0.675,,,0.39012462
SLV,2020,6.0605,73.444,,14.7,18.658958,0.501,7.6372886,71.0609,26.484457,0.667,,,0.3289754329056604,0.0,0.672,,,
SLV,2019,6.3483,72.746,,15.1,18.081545,0.608,,72.5586,26.874693,0.767,6.11,,,0.0,0.683,1784.0,6.478802,0.38778764
SLV,2018,6.2531,72.023,35.0,14.6,18.128819,0.628,7.6339335,72.5546,26.5446,0.786,6.07,,,0.0,0.68,1784.0,6.583255,0.38610572
SLV,2017,6.1668,71.275,33.0,14.0,17.753885,0.647,6.55,72.3108,26.388763,0.818,6.16,,,0.0,0.674,1784.0,6.760568,0.38007188
SLV,2016,6.003,70.501,36.0,13.7,17.355083,0.66,,72.0248,26.757294,0.833,5.77,,,0.0,0.671,1784.0,7.111477,0.3997858
SLV,2015,6.068,69.7,39.0,13.8,16.752857,0.66,,71.8143,27.068466,0.832,6.78,,,0.0,0.668,1784.0,6.9351854,0.40551943
SLV,2014,6.13,68.874,39.0,,16.709143,0.661,,71.7464,26.429596,0.832,5.96,,,0.0,0.666,1784.0,7.1956143,0.41559842
SLV,2011,5.955841,66.325,,,15.343867,0.669,,71.8589,25.79556,0.843,8.02,,,0.0,0.661,1784.0,7.9560614,0.4231836
EST,2022,6.4552,,,,,0.975,,,6.9465384,0.959,,84.81508,0.36924363778846153,0.0,,,,
EST,2021,6.3408,69.415,,0.7,33.82624,0.973,,77.1436,6.479271,0.959,,,0.6232532079423077,0.0,0.89,,,
EST,2020,6.1888,69.229,,0.8,33.570633,0.971,11.719313,78.3431,8.269728,0.955,,,0.09387882911132076,0.0,0.892,,,0.30737874
EST,2019,6.0218,69.051,,0.8,33.74958,0.967,,78.6693,7.404297,0.954,11.9633,,,0.0,0.896,626.0,1.2464755,0.30767542
EST,2018,5.8935,68.88,73.0,0.9,33.15343,0.974,11.6930065,78.1395,7.0349727,0.957,11.5565,,,0.0,0.891,626.0,1.2081594,0.30321452
EST,2017,5.7392,68.717,71.0,1.0,32.806824,0.974,11.36,77.976,6.341226,0.957,15.1706,,,0.0,0.887,626.0,1.1848679,0.30355027
EST,2016,5.611,68.563,70.0,0.8,33.75776,0.975,,77.8201,6.483686,0.958,12.4886,,,0.0,0.885,626.0,1.2980722,0.31196827
EST,2015,5.517,68.416,70.0,0.9,33.558506,0.975,,77.6563,7.4185963,0.956,13.3612,,,0.0,0.882,626.0,1.5098568,0.3267033
EST,2014,5.429,68.269,69.0,,32.354965,0.975,,77.1406,6.8718944,0.956,16.1584,88.03404,,0.0,0.879,626.0,1.7285429,0.34591556
EST,2011,5.329978,67.965,,,31.69227,0.971,,76.4681,6.887324,0.955,14.7455,,,0.0,0.871,626.0,2.4722683,0.32491633
SWZ,2021,4.3961,24.369,,18.3,24.674776,0.286,,57.0657,19.530685,0.217,,,0.7600958129807692,4.0259237,0.597,,,
SWZ,2020,4.3081,24.171,,18.3,28.12715,0.362,4.5254297,59.6922,19.813807,0.333,,,0.053303417695660375,0.0,0.61,,,
SWZ,2019,4.3081,23.981,,,25.19169,0.375,,60.5492,20.35181,0.333,40.4572,,,0.0,0.615,788.0,8.797404,
SWZ,2018,4.2116,23.799,38.0,,24.217295,0.375,4.5254297,59.4114,19.801647,0.337,40.1303,,,0.0,0.607,788.0,8.818927,
SWZ,2014,4.867,23.149,43.0,,28.838114,0.31,,53.0497,19.705553,0.329,54.6256,,,0.0,0.559,788.0,8.468487,
ETH,2022,4.0906,,,,,0.502,,,23.955847,0.472,,94.87804,0.4093715228846154,83.36851,,,,
ETH,2021,4.2415,22.174,,21.1,,0.487,,64.9748,23.74365,0.459,,,0.5239522626923077,11.250133,0.498,,,
ETH,2020,4.2747,21.695,,19.6,,0.531,4.3491125,65.3705,23.75899,0.528,,,0.14860590595471698,4.1120934,0.498,,,
ETH,2019,4.1862,21.225,,16.4,,0.588,,65.8377,23.837507,0.559,9.45,,,0.3610216,0.498,848.0,15.057564,
ETH,2018,4.2858,20.763,34.0,14.1,,0.577,4.4886994,65.4117,23.413956,0.489,9.54,,,0.60470027,0.489,848.0,15.067099,
ETH,2017,4.3502,20.31,35.0,14.8,,0.46,4.51,64.8383,23.881353,0.325,9.63,,,0.4159044,0.48,848.0,15.036681,
ETH,2016,4.46,19.866,34.0,15.0,,0.443,,64.3919,24.084824,0.337,9.78,,,0.54134536,0.47,848.0,14.981733,
ETH,2015,4.508,19.428,33.0,14.5,,0.452,,63.6492,23.958193,0.346,9.98,,,0.310329,0.46,848.0,15.039621,0.34993124
ETH,2014,4.512,18.998,33.0,,,0.464,,62.9046,23.537209,0.36,10.0169,,,0.026066007,0.45,848.0,15.0696945,
ETH,2011,4.064207,17.735,,,,0.487,,60.7206,23.34437,0.372,12.3783,,,0.062079374,0.422,848.0,15.0270195,
FIN,2022,7.8042,,,,,0.98,,,3.6476097,0.955,,83.42238,0.4255060078846154,0.0,,,,
FIN,2021,7.821,85.596,,2.6,43.229687,0.983,,82.0381,2.7399426,0.953,,,0.1646577163576923,0.0,0.94,,,
FIN,2020,7.8421,85.517,,2.4,41.944984,0.984,11.738752,81.8657,4.7219,0.96,,,0.06882406729377358,0.0,0.938,,,0.2709117
FIN,2019,7.8087,85.446,,1.9,42.393833,0.986,,81.8706,3.1178398,0.961,13.4337,,,0.0,0.939,536.0,0.73263884,0.27737328
FIN,2018,7.7689,85.382,85.0,2.0,42.50242,0.988,12.047586,81.6266,3.576641,0.966,14.4052,,,0.0,0.936,536.0,0.6559258,0.27329773
FIN,2017,7.6321,85.325,85.0,2.1,42.989204,0.987,12.05,81.4976,2.8574555,0.963,14.3984,,,0.0,0.934,536.0,0.6156836,0.27383086
FIN,2016,7.469,85.275,89.0,2.3,43.869015,0.988,,81.2915,3.4305918,0.959,13.2613,,,0.0,0.931,536.0,0.6725403,0.27078485
FIN,2015,7.413,85.225,90.0,2.4,43.667244,0.988,,81.4178,4.1531925,0.959,12.1491,,,0.0,0.93,536.0,0.77407926,0.2710204
FIN,2014,7.406,85.175,89.0,,43.64684,0.988,,81.0125,3.889982,0.968,13.6546,,,0.0,0.927,536.0,0.90574306,0.26776975
FIN,2011,7.579009,84.313,,,41.925674,0.989,,80.3915,3.759362,0.969,15.6825,,,0.0,0.915,536.0,1.3696787,0.2764282
FRA,2022,6.6613,,,,,0.938,,,14.760932,0.921,,85.3784,0.21089159605384616,0.0,,,,
FRA,2021,6.6867,81.242,,1.6,47.268734,0.944,,82.4988,13.359394,0.92,,,0.1657148695153846,0.0,0.903,,,
FRA,2020,6.6899,80.975,,1.0,47.750187,0.953,11.2687235,82.2104,14.505016,0.918,,,0.22534692301226414,0.0,0.898,,,0.3066147
FRA,2019,6.6638,80.709,,0.7,46.884254,0.967,,82.7315,14.081474,0.944,9.65,,,0.0,0.905,867.0,2.411587,0.31199586
FRA,2018,6.5921,80.444,72.0,0.7,48.006268,0.967,11.17285,82.5909,14.222917,0.949,10.0491,,,0.020224709,0.901,867.0,2.4279065,0.32380688
FRA,2017,6.4893,80.18,70.0,0.9,48.236797,0.974,11.3,82.4732,13.771827,0.951,10.4047,,,0.00311798,0.898,867.0,2.4254706,0.31632066
FRA,2016,6.442,79.917,69.0,1.2,47.58615,0.974,,82.4372,13.606178,0.951,10.6987,,,0.13596019,0.895,867.0,2.5294688,0.31923744
FRA,2015,6.478,79.655,70.0,1.6,47.524143,0.974,,82.1857,13.994941,0.951,11.4792,,,0.20843203,0.892,867.0,2.7123914,0.32704335
FRA,2014,6.575,79.394,69.0,,47.722843,0.974,,82.4761,14.14446,0.951,11.4486,,,0.0,0.892,867.0,2.8683486,0.32262185
FRA,2011,6.746459,78.622,,,45.534546,0.976,,81.813,14.108517,0.954,13.5949,,,0.0,0.881,867.0,3.3550642,0.3329475
GAB,2022,5.0347,,,,,0.888,,,24.938417,0.816,,,0.19763082038461538,0.0,,,,
GAB,2021,4.9583,90.423,,,,0.856,,65.821,25.08934,0.805,,,0.3100964836538462,0.0,0.706,,,
GAB,2020,4.8518,90.092,,,,0.856,6.024927,66.5305,25.273497,0.805,,,0.06124370611169811,0.0,0.71,,,
GAB,2019,4.8293,89.741,,,,0.877,,66.6028,25.200434,0.844,13.1117,,,0.0,0.709,1831.0,8.373673,
GAB,2018,4.7992,89.37,31.0,,,0.882,6.024927,66.3064,25.033968,0.85,13.5608,,,0.0,0.706,1831.0,8.24737,
GAB,2017,4.7583,88.976,32.0,,,0.889,6.03,66.1889,25.12014,0.873,13.8497,,,0.0,0.706,1831.0,8.136076,0.38024372
GAB,2016,4.465,88.559,35.0,,,0.874,,65.8025,25.323616,0.859,14.5503,,,0.0,0.702,1831.0,8.369762,
GAB,2015,4.121,88.118,34.0,,,0.874,,65.4599,24.934435,0.859,15.1732,,,0.0,0.699,1831.0,8.647433,
GAB,2014,3.896,87.651,37.0,,,0.874,,64.9743,24.817865,0.859,15.3877,,,0.0,0.694,1831.0,8.571224,
GMB,2022,4.2794,,,,9.231329,0.902,,,27.822496,0.88,,,0.1663122545,0.0,,,,
GMB,2021,5.1636,63.222,,27.0,10.322353,0.891,,62.083,28.232056,0.862,,,0.23737949788461538,0.0,0.5,,,
GMB,2020,5.051,62.582,,27.1,11.063967,0.869,5.3754196,62.6125,28.349976,0.843,,,0.04257182213962264,0.0,0.501,,,0.38757205
GMB,2019,4.7506,61.931,,25.7,10.989713,0.862,,63.7549,27.778671,0.855,9.64,,,0.0,0.503,836.0,16.4783,
GMB,2018,4.5163,61.27,37.0,24.6,10.117346,0.857,5.003186,63.04,27.633589,0.848,9.62,,,0.0,0.495,836.0,16.444458,
GEO,2022,5.1091,,,,,0.858,,,8.708562,0.883,,90.64869,0.38864129963461536,0.0,,,,
GEO,2021,4.9732,59.872,,9.7,22.582039,0.858,,71.694,9.04079,0.896,,,1.1275099,0.0,0.802,,,0.34178618
GEO,2020,4.8914,59.453,,9.5,22.285507,0.875,8.273992,72.7653,9.047071,0.907,,,0.3473642873018868,0.0,0.802,,,0.34465188
GEO,2019,4.6726,59.039,,9.5,24.080158,0.875,,73.4696,9.148981,0.902,7.65,,,0.0,0.81,1026.0,9.599961,0.35900766
GEO,2018,4.5191,58.632,58.0,7.3,23.420256,0.896,9.153195,73.3414,9.816138,0.909,7.85,,,0.0,0.804,1026.0,9.660679,0.36411363
GEO,2017,4.3405,58.231,56.0,7.5,24.30818,0.874,8.88,73.5701,8.56705,0.896,8.07,,,0.0,0.8,1026.0,9.732364,0.37939733
GEO,2016,4.286,57.837,57.0,7.9,24.517523,0.88,,73.5692,8.404973,0.899,9.03,,,0.0,0.794,1026.0,9.857973,0.3663965
GEO,2015,4.252,57.448,52.0,7.0,23.606306,0.851,,73.2972,9.084525,0.889,8.79,,,0.0,0.79,1026.0,9.8580475,0.36503676
GEO,2014,4.297,57.067,52.0,,23.266933,0.804,,73.0993,9.088052,0.822,8.58,98.4193,,0.0,0.784,1026.0,10.052989,0.37554133
GEO,2011,3.892324,55.919,,,24.077868,0.763,,72.3902,7.301811,0.727,7.2,,,0.0,0.766,1026.0,11.406917,0.39595714
DEU,2022,6.8918,,,,,0.989,,,10.615888,0.953,,87.97746,0.3698175788346154,0.0,,,,
DEU,2021,7.0341,77.544,,1.4,40.899426,0.989,,80.6301,9.241354,0.955,,,0.23678419168653847,0.0,0.942,,,
DEU,2020,7.1545,77.453,,1.1,39.341347,0.989,11.03309,81.1472,10.5413475,0.955,,,0.13966620502943397,0.0,0.944,,,
DEU,2019,7.0758,77.376,,0.7,39.97999,0.991,,81.5584,10.416987,0.962,8.27,,,0.0,0.948,700.0,3.0334759,0.31719428
DEU,2018,6.985,77.312,80.0,0.7,39.814674,0.991,11.264978,81.1717,10.607091,0.961,8.46,,,0.0,0.945,700.0,3.043158,0.3179069
DEU,2017,6.9647,77.261,81.0,0.7,39.083454,0.991,11.74,80.9442,9.709241,0.962,8.34,,,0.0,0.944,700.0,3.0490549,0.31851348
DEU,2016,6.951,77.224,81.0,0.8,39.10739,0.991,,80.8471,9.67803,0.962,8.82,,,0.014575236,0.941,700.0,3.1660867,0.31390682
DEU,2015,6.994,77.2,81.0,1.0,38.60451,0.991,,80.5742,10.070573,0.962,9.0,,,0.0,0.938,700.0,3.3487306,0.31443062
DEU,2014,6.75,77.19,79.0,,38.173004,0.991,,80.9151,10.468682,0.965,9.19,77.7459,,0.0,0.937,700.0,3.5393796,0.30871856
DEU,2011,6.572111,77.16,,,37.511806,0.993,,80.36,9.7985525,0.969,9.25,,,0.0,0.931,700.0,4.281531,0.30668032
GHA,2022,4.605,,,,13.146171,0.878,,,27.497305,0.889,,,0.2281328901923077,0.0,,,,
GHA,2021,4.872,57.985,,6.2,13.287058,0.867,,63.7954,28.110956,0.88,,,0.21610561365384615,0.0,0.632,,,
GHA,2020,5.0884,57.349,,5.6,12.071961,0.905,5.9587283,64.114,27.96108,0.907,,,0.04275839175660377,0.0,0.632,,,
GHA,2019,5.148,56.707,,6.0,12.458404,0.902,,64.7401,28.016249,0.903,10.5411,,,0.0,0.631,1187.0,13.248942,
GHA,2018,4.9963,56.06,41.0,6.2,12.830559,0.893,5.826932,64.122,27.684763,0.912,10.7872,,,0.0,0.62,1187.0,13.276691,
GHA,2017,4.657,55.407,40.0,6.9,12.377537,0.903,5.7,64.0131,27.932528,0.918,11.3105,,,0.0,0.616,1187.0,13.370189,
GHA,2016,4.12,54.749,43.0,6.0,12.122663,0.899,,63.8902,28.025604,0.924,11.7367,,,0.0,0.611,1187.0,13.476835,0.4352088
GHA,2015,4.276,54.086,47.0,5.1,11.540709,0.877,,63.1752,27.727434,0.92,12.0199,,,0.0,0.607,1187.0,13.551547,
GHA,2014,4.633,53.419,48.0,,10.675935,0.92,,63.0447,27.511757,0.922,12.4007,95.86668,,0.0,0.6,1187.0,13.421333,
GHA,2011,4.704951,51.394,,,10.681656,0.929,,61.6517,27.497421,0.939,13.1144,,,0.0,0.585,1187.0,13.291738,
GRC,2022,5.9309,,,,,0.934,,,15.434785,0.893,,94.06371,0.3805412296865385,0.0,,,,
GRC,2021,5.9482,80.038,,1.5,39.23875,0.94,,80.1106,15.526803,0.886,,,0.4932398430961538,0.0,0.887,,,
GRC,2020,5.7226,79.715,,1.5,41.31314,0.949,9.964251,80.9092,15.573601,0.916,,,0.16930197859433962,0.0,0.886,,,0.33560613
GRC,2019,5.515,79.388,,1.7,41.87651,0.938,,81.2489,15.710933,0.92,3.62,,,0.0,0.889,652.0,4.890207,0.33104455
GRC,2018,5.2867,79.058,45.0,2.3,42.709877,0.939,10.073087,81.3907,15.7956705,0.92,3.65,,,0.0,0.886,652.0,4.899358,0.32891205
GRC,2017,5.3579,78.724,48.0,3.2,42.296627,0.952,9.77,80.8501,15.200768,0.933,3.79,,,0.0,0.88,652.0,4.9560804,0.34352022
GRC,2016,5.227,78.387,44.0,3.2,42.059418,0.952,,81.1617,15.527683,0.939,3.42,,,0.0,0.877,652.0,5.1295953,0.3495864
GRC,2015,5.033,78.046,46.0,2.6,39.760387,0.952,,80.6676,15.161912,0.94,3.78,,,0.0,0.88,652.0,5.490731,0.3600026
GRC,2014,4.857,77.702,43.0,,39.435555,0.954,,81.007,15.503494,0.941,4.04,,,0.0,0.879,652.0,5.837264,0.35809505
GRC,2011,6.132965,76.649,,,36.783108,0.958,,80.5469,14.5218935,0.943,3.51,,,0.0,0.865,652.0,6.7584553,0.3484941
GTM,2022,6.1503,,,,12.206126,0.55,,,23.385323,0.678,,87.30676,0.13055186300000002,0.0,,,,
GTM,2021,6.2622,52.245,,21.1,12.2306185,0.56,,69.2368,23.635073,0.709,,,0.503631646,0.0,0.627,,,
GTM,2020,6.4345,51.836,,20.7,10.780973,0.55,6.29769,71.7969,23.830925,0.717,,,0.1668617539301887,0.0,0.635,,,
GTM,2019,6.3989,51.439,,19.2,11.242561,0.579,,73.1289,23.93965,0.735,6.23,,,0.029228933,0.642,1996.0,10.376927,
GTM,2018,6.4362,51.054,27.0,18.1,11.365301,0.579,6.2009287,72.7257,23.208231,0.731,6.31,,,0.0,0.64,1996.0,10.501586,
GTM,2017,6.3819,50.68,28.0,17.1,9.803417,0.6,6.29,72.5506,23.339088,0.744,6.01,,,0.0,0.64,1996.0,10.746804,
GTM,2016,6.454,50.319,28.0,17.0,11.227133,0.585,,72.3547,23.565092,0.728,6.21,,,0.0,0.639,1996.0,11.050489,
GTM,2015,6.324,49.971,28.0,16.1,11.093184,0.577,,72.103,23.603132,0.723,6.4,,,0.0,0.639,1996.0,11.307589,
GTM,2014,6.123,49.634,32.0,,11.538716,0.576,,71.9638,23.115265,0.721,6.41,,,0.0,0.637,1996.0,11.477784,0.48278588
GTM,2011,6.276682,48.701,,,11.215353,0.57,,71.1769,23.261583,0.719,7.63,,,0.18202095,0.611,1996.0,11.772626,
GIN,2022,5.0717,,,,11.413484,0.241,,,26.19251,0.345,,,0.12093407901346155,0.0,,,,
GIN,2021,4.8905,37.264,,49.5,12.055168,0.264,,58.8922,26.673761,0.375,,,0.22964104546153846,0.0,0.465,,,
GIN,2020,4.9843,36.875,,48.9,12.232301,0.264,4.56822,59.3273,26.610085,0.377,,,0.06763180013773584,0.22718397,0.466,,,
GIN,2019,4.9493,36.5,,49.7,12.848583,0.352,,59.7199,26.42736,0.494,12.3257,,,0.0,0.467,1651.0,16.024248,
GIN,2018,4.5344,36.14,28.0,49.7,12.742509,0.434,4.6119046,59.3491,26.186491,0.554,12.2412,,,0.0,0.462,1651.0,16.108694,0.29591954
GIN,2017,3.9641,35.793,27.0,49.7,13.260668,0.434,4.54,59.1093,26.348297,0.561,12.4731,,,0.0,0.458,1651.0,16.01801,
GIN,2016,3.507,35.46,27.0,47.1,14.178619,0.453,,58.7625,26.214678,0.576,12.7897,,,0.0,0.45,1651.0,16.005932,
GIN,2015,3.607,35.141,25.0,44.3,13.032221,0.434,,58.1336,25.9524,0.569,12.9852,,,0.0,0.44,1651.0,15.806087,
GIN,2014,3.656,34.836,25.0,,13.088474,0.434,,57.8858,25.909698,0.569,12.9658,,,0.0,0.435,1651.0,15.481127,
GIN,2011,4.170938,33.966,,,,0.463,,57.0191,25.904253,0.563,12.784,,,0.23746853,0.42,1651.0,15.75141,
GUY,2011,5.992826,26.4,,,16.84652,0.761,,66.9818,25.28106,0.787,35.3118,,,0.0,0.665,2387.0,7.99013,
HTI,2020,3.6149,57.088,,45.2,5.069702,0.454,6.1498604,64.0518,25.690546,0.662,,,0.09012037879509434,1.4327656,0.54,,,
HTI,2019,3.7208,56.192,,48.8,5.900014,0.444,,64.2546,25.51915,0.688,11.1732,,,0.0,0.543,1440.0,15.827504,
HTI,2018,3.5969,55.278,20.0,,7.375515,0.438,6.1498604,64.0188,25.286062,0.683,11.3724,,,0.64472616,0.541,1440.0,15.946822,
HTI,2017,3.582,54.346,22.0,,7.609946,0.455,6.29,63.8538,25.22376,0.694,11.4465,,,0.0,0.539,1440.0,15.995269,
HTI,2016,3.603,53.396,20.0,,7.824678,0.542,,63.3922,25.381308,0.751,11.6425,,,0.0,0.532,1440.0,15.904656,
HTI,2015,4.028,52.427,17.0,,7.8852777,0.518,,63.2372,25.716509,0.734,11.9741,,,0.0,0.529,1440.0,16.001669,
HTI,2014,4.518,51.444,19.0,,6.972915,0.518,,62.9875,25.39473,0.734,12.0012,71.51454,,0.0,0.525,1440.0,16.010979,
HTI,2011,3.788652,48.492,,,7.4281087,0.521,,61.6227,24.878687,0.751,12.4551,,,0.0,0.512,1440.0,15.529227,
HND,2022,6.0225,,,,,0.732,,,23.79329,0.817,,,0.0980059815076923,0.0,,,,
HND,2021,6.0221,58.982,,23.5,19.203045,0.616,,70.1229,24.099173,0.775,,,0.5416769548076923,0.0,0.621,,,
HND,2020,5.9192,58.359,,17.9,18.683226,0.619,6.133804,71.4619,24.247925,0.794,,,0.2609549681809434,0.0,0.621,,,
HND,2019,5.9532,57.73,,14.6,21.745338,0.626,,72.8811,24.294039,0.784,2.58,,,0.36148816,0.632,1976.0,11.507948,0.48168167
HND,2018,5.8604,57.096,29.0,14.0,22.207254,0.649,6.133804,72.8141,23.57685,0.793,2.6,,,0.0,0.617,1976.0,11.595073,0.48937786
HND,2017,5.504,56.457,29.0,14.1,21.942646,0.61,6.38,72.6918,23.760015,0.738,2.71,,,0.0,0.617,1976.0,11.711678,0.49445528
HND,2016,5.181,55.813,30.0,14.1,22.503538,0.618,,72.5878,24.102747,0.755,2.66,,,0.0,0.618,1976.0,12.057817,0.4981186
HND,2015,4.871,55.165,31.0,14.2,20.823832,0.629,,72.4871,24.08492,0.765,4.57,,,0.0,0.613,1976.0,11.680485,0.49249893
HND,2014,4.788,54.514,29.0,,20.185272,0.657,,72.2594,23.67817,0.784,4.07,,,0.0,0.606,1976.0,11.844893,0.49878585
HND,2011,5.564011,52.543,,,18.345375,0.596,,71.4386,23.475988,0.735,2.59,,,0.0,0.6,1976.0,12.297619,0.5255979
HKG,2022,5.3085,,,,,0.68,,,23.245073,0.615,,78.70481,0.3886036684230769,,,,,
HKG,2021,5.4248,100.0,,,,0.705,,85.4734,23.911346,0.62,,,0.048097206769230766,,0.952,,,
HKG,2020,5.4767,100.0,,,14.048172,0.788,11.886783,85.1968,23.698135,0.691,,,0.04136892048113208,,0.949,,,
HKG,2019,5.5104,100.0,,,13.251216,0.852,,85.2735,24.031065,0.731,,,,,0.952,,,
HKG,2018,5.4304,100.0,76.0,,13.807434,0.928,12.043218,85.2456,23.314796,0.831,,,,,0.949,,,
HKG,2017,5.4304,100.0,77.0,,14.310364,0.942,12.07,84.8988,23.52643,0.849,,,,,0.944,,,
HKG,2016,5.472,100.0,77.0,,13.575053,0.95,,84.539,23.233847,0.853,,,,,0.938,,,
HKG,2015,5.458,100.0,75.0,,14.36863,0.95,,84.2888,23.7236,0.861,,,,,0.935,,,
HKG,2014,5.474,100.0,74.0,,15.461161,0.952,,84.0767,23.122934,0.876,,85.1,,,0.93,,,
HKG,2011,5.423889,100.0,,,14.216332,0.971,,83.2321,22.688334,0.903,,,,,0.914,,,
HUN,2022,6.0412,,,,,0.895,,,12.367043,0.838,,90.01335,0.2551636941846154,0.0,,,,
HUN,2021,6.0859,72.245,,3.0,34.085354,0.894,,74.5301,11.396587,0.835,,,0.7666564569038462,0.0,0.846,,,
HUN,2020,5.9916,71.942,,2.1,36.055077,0.887,10.271568,75.7297,11.9521055,0.827,,,0.37235288588679244,0.0,0.849,,,0.29713073
HUN,2019,6.0004,71.644,,1.4,36.361378,0.904,,76.4543,12.590183,0.836,11.7749,,,0.0,0.853,589.0,6.5540886,0.29950473
HUN,2018,5.7583,71.351,46.0,0.8,36.844635,0.906,10.6924305,76.2039,12.459336,0.842,12.5781,,,0.0,0.849,589.0,6.6532555,0.29612043
HUN,2017,5.62,71.062,45.0,0.9,37.868004,0.915,10.74,76.0055,11.533217,0.863,12.6186,,,0.0,0.845,589.0,6.7305217,0.30584124
HUN,2016,5.324,70.779,48.0,1.1,39.08223,0.91,,76.1552,11.535907,0.883,13.3416,,,0.0,0.843,589.0,6.8910317,0.30327618
HUN,2015,5.145,70.5,51.0,1.4,38.751755,0.91,,75.6517,12.127132,0.884,14.6034,,,0.0,0.838,589.0,7.15928,0.3040823
HUN,2014,4.8,70.227,54.0,,38.440845,0.91,,75.8474,12.4180765,0.894,14.9597,,,0.0,0.838,589.0,7.3514953,0.30917662
HUN,2011,4.942787,69.358,,,36.459373,0.931,,74.9232,11.230236,0.915,18.9487,,,0.0,0.83,589.0,7.8962736,0.29158342
ISL,2022,7.5296,,,,,0.978,,,1.7226888,0.954,,95.27486,0.2499471830576923,0.0,,,,
ISL,2021,7.5575,93.944,,1.6,35.125137,0.978,,82.6782,1.8962787,0.955,,,0.0066067557750000006,0.0,0.959,,,
ISL,2020,7.5539,93.898,,1.3,36.354153,0.977,10.718311,82.5755,1.5840219,0.961,,,-0.02482711013207547,0.0,0.957,,,
ISL,2019,7.5045,93.855,,1.5,35.11914,0.978,,82.4042,2.0690873,0.958,11.1504,,,0.0,0.96,1940.0,0.90118796,
ISL,2018,7.4936,93.813,76.0,1.5,36.456608,0.98,10.705074,82.7703,2.1566577,0.963,10.118,,,0.0,0.959,1940.0,0.9133323,
ISL,2017,7.4952,93.773,77.0,1.5,37.13022,0.98,10.65,82.5352,2.6768057,0.963,11.6645,,,0.0,0.954,1940.0,0.8722209,0.2613158
ISL,2016,7.504,93.735,78.0,1.7,50.285667,0.977,,82.03,2.8428175,0.955,12.2644,,,0.0,0.948,1940.0,0.91085416,0.27241105
ISL,2015,7.501,93.7,79.0,1.7,35.13871,0.977,,82.3508,1.442192,0.957,13.1691,,,0.0,0.945,1940.0,0.9545123,0.26787972
ISL,2014,7.561,93.667,79.0,,37.110714,0.977,,82.6133,2.9624188,0.957,14.3706,,,0.0,0.938,1940.0,1.0326526,0.27800417
ISL,2011,6.888284,93.587,,,33.19733,0.98,,82.178,1.8693911,0.963,10.6851,,,0.0,0.912,1940.0,1.2651,0.26830798
