code,year,happiness,gdppc,urbanization,corruption,food_insec,tax,indiv_libs,school,life_expect,yearly temp,hri,suicides,family,covid,war,hdi,rain,air_pollution,gini,region,sub-region
CIV,2014,3.655,4234.79041295954,49.014,32.0,,10.661644,0.825,,57.208,26.514227,0.809,18.5472,,,0.0,0.502,1348.0,13.955762,,Africa,Sub-Saharan Africa
CIV,2011,4.197182,3464.04703706404,47.751,,,,0.689,,55.5195,26.422592,0.709,19.607,,,5.7227883,0.472,1348.0,13.246812,,Africa,Sub-Saharan Africa
HRV,2022,6.125,34302.1132221556,,,,,0.892,,,13.256776,0.875,,81.76894,0.4962691287115384,0.0,,,,,Europe,Southern Europe
HRV,2021,6.1252,32060.2834106228,57.878,,1.9,35.688637,0.882,,77.5804,12.436516,0.875,,,0.8471434548461538,0.0,0.858,,,,Europe,Southern Europe
HRV,2020,5.8817,27002.0138496226,57.553,,1.6,36.71755,0.858,10.446162,77.9845,12.811761,0.858,,,0.4415547813509434,0.0,0.855,,,0.29544285,Europe,Southern Europe
HRV,2019,5.5047,29412.2198169457,57.242,,1.3,37.45287,0.874,,78.7376,13.174049,0.87,11.0095,,,0.0,0.861,1113.0,6.2461486,0.2890909,Europe,Southern Europe
HRV,2018,5.4318,28287.9728091814,56.947,48.0,0.9,37.39304,0.913,10.809689,78.337,13.029072,0.888,11.0976,,,0.0,0.856,1113.0,6.229925,0.29729474,Europe,Southern Europe
HRV,2017,5.3212,27267.3226459382,56.667,49.0,0.8,36.832523,0.908,10.75,78.0832,12.490832,0.895,10.8687,,,0.0,0.852,1113.0,6.21656,0.30354577,Europe,Southern Europe
HRV,2016,5.293,26056.1091015604,56.403,49.0,0.6,36.921486,0.914,,78.2314,12.391708,0.903,11.4808,,,0.0,0.848,1113.0,6.4110637,0.30899724,Europe,Southern Europe
HRV,2015,5.488,24984.7430385784,56.155,51.0,0.6,36.55308,0.93,,77.5599,12.743782,0.927,12.1535,,,0.0,0.843,1113.0,6.7485905,0.31115314,Europe,Southern Europe
HRV,2014,5.759,24169.9891770895,55.923,48.0,,36.111958,0.93,,77.9533,13.028306,0.936,12.404,,,0.0,0.841,1113.0,6.8707004,0.32107148,Europe,Southern Europe
HRV,2011,5.622628,24707.7013009649,55.322,,,34.811146,0.939,,77.2222,12.311527,0.946,11.7574,,,0.0,0.826,1113.0,7.3244057,0.32257435,Europe,Southern Europe
CUB,2011,5.417868,,76.689,,,37.860847,0.188,,77.7597,25.404768,0.279,11.1317,,,0.0,0.777,1335.0,6.130032,,Americas,Latin America and the Caribbean
CYP,2022,6.13,44996.00390625,,,,,0.923,,,19.876175,0.89,,94.17119,0.2485508674673077,0.0,,,,,Asia,Western Asia
CYP,2021,6.2209,43416.96875,66.856,,,,0.915,,81.2033,20.467718,0.886,,,0.2841469850961538,0.0,0.896,,,,Asia,Western Asia
CYP,2020,6.2235,39871.59765625,66.821,,,,0.926,10.91709,81.3905,20.228842,0.887,,,0.0893867563867924,0.0,0.894,,,0.31727943,Asia,Western Asia
CYP,2019,6.159,41741.515625,66.805,,,,0.933,,81.397,20.344637,0.903,3.18,,,0.0,0.897,498.0,5.0202208,0.31224227,Asia,Western Asia
CYP,2018,6.0458,39977.0390625,66.81,59.0,,,0.949,10.91709,81.382,21.032106,0.91,3.64,,,0.0,0.892,498.0,4.906637,0.3273986,Asia,Western Asia
CYP,2017,5.7625,38288.0078125,66.836,57.0,,,0.949,10.87,81.328,20.105097,0.912,3.28,,,0.0,0.887,498.0,4.886983,0.31416234,Asia,Western Asia
CYP,2016,5.621,36509.10546875,66.881,55.0,,,0.949,,81.0563,20.435875,0.914,4.15,,,0.0,0.877,498.0,5.147235,0.32891795,Asia,Western Asia
CYP,2015,5.546,34453.15234375,66.946,61.0,,,0.949,,80.9665,19.817575,0.913,4.17,,,0.0,0.871,498.0,5.5432954,0.33966377,Asia,Western Asia
CYP,2014,5.689,33136.515625,67.031,63.0,,,0.949,,80.7706,19.90789,0.911,4.77,92.47786,,0.0,0.865,498.0,5.710688,0.35565653,Asia,Western Asia
CYP,2011,6.416459,37481.84765625,67.406,,,,0.926,,79.9991,19.378727,0.892,3.7,,,0.0,0.861,498.0,6.1401825,0.32625523,Asia,Western Asia
CZE,2022,6.8452,41052.3325150389,,,,,0.98,,,9.545533,0.952,,82.6226,0.1752622027057692,0.0,,,,,Europe,Eastern Europe
CZE,2021,6.9198,40744.4425083195,74.214,,2.3,33.908947,0.945,,77.7283,8.334178,0.916,,,0.69335739405,0.0,0.889,,,,Europe,Eastern Europe
CZE,2020,6.9647,38639.96708082,74.061,,1.6,34.359745,0.949,11.116524,78.5746,9.439006,0.921,,,0.4468652633471698,0.0,0.892,,,0.26245132,Europe,Eastern Europe
CZE,2019,6.9109,40989.7134269238,73.921,,0.8,34.815918,0.961,,79.2433,9.837799,0.945,9.48,,,0.0,0.897,677.0,5.6198144,0.25262198,Europe,Eastern Europe
CZE,2018,6.8521,39941.272491387,73.792,59.0,0.5,35.010693,0.96,11.33578,79.0039,9.870078,0.943,10.8278,,,0.0,0.894,677.0,5.6283236,0.24990341,Europe,Eastern Europe
CZE,2017,6.7109,38824.875418124,73.675,57.0,0.5,34.470142,0.956,11.65,78.9557,8.815231,0.939,11.1969,,,0.0,0.897,677.0,5.6059804,0.2485221,Europe,Eastern Europe
CZE,2016,6.609,37014.9473772873,73.57,55.0,0.5,34.0612,0.958,,78.9967,8.938988,0.943,10.3358,,,0.0,0.895,677.0,5.7466106,0.25406334,Europe,Eastern Europe
CZE,2015,6.596,36168.4069116203,73.477,56.0,0.7,33.164383,0.969,,78.58,9.665856,0.952,10.492,,,0.0,0.891,677.0,5.981745,0.25867432,Europe,Eastern Europe
CZE,2014,6.505,34386.6938442223,73.384,51.0,,32.876495,0.97,,78.755,9.744016,0.957,11.6959,,,0.0,0.887,677.0,6.1794887,0.25923222,Europe,Eastern Europe
CZE,2011,6.35963,34002.1788288328,73.185,,,33.058395,0.97,,77.8191,8.7563095,0.963,12.8985,,,0.0,0.872,677.0,6.853774,0.26381344,Europe,Eastern Europe
COD,2022,3.2072,1132.65423032115,,,,11.992874,0.354,,,24.597357,0.524,,,0.3420195136538461,5.2802634,,,,,Africa,Sub-Saharan Africa
COD,2019,4.311,1059.89211128909,45.046,,38.5,6.7293997,0.369,,60.2757,24.710571,0.542,12.4111,,,2.6527443,0.482,1543.0,15.473239,,Africa,Sub-Saharan Africa
COD,2018,4.4181,1048.24644679752,44.46,20.0,,7.0440736,0.284,4.5322757,59.9417,24.454153,0.417,12.394,,,3.3736243,0.48,1543.0,15.582607,,Africa,Sub-Saharan Africa
COD,2017,4.2449,1023.53983314556,43.88,21.0,,6.1708207,0.244,4.67,59.4114,24.603264,0.39,12.0358,,,6.8898606,0.475,1543.0,15.34547,,Africa,Sub-Saharan Africa
COD,2016,4.28,1021.3271982971,43.307,21.0,,7.7321424,0.261,,59.0664,24.885193,0.423,12.0872,,,2.6304486,0.472,1543.0,15.429686,,Africa,Sub-Saharan Africa
COD,2015,4.272,1032.57186484898,42.74,22.0,,8.730922,0.262,,58.49,24.533356,0.44,12.2673,,,0.96495026,0.463,1543.0,15.526597,,Africa,Sub-Saharan Africa
COD,2014,4.517,999.07213352076,42.18,22.0,,8.401271,0.261,,58.2963,24.410965,0.443,12.5667,,,2.561958,0.455,1543.0,15.560338,,Africa,Sub-Saharan Africa
COD,2011,3.983849,870.073805545314,40.544,,,8.649499,0.256,,57.0693,24.132849,0.444,13.3243,,,0.60884774,0.438,1543.0,15.4774275,,Africa,Sub-Saharan Africa
DNK,2022,7.5864,59935.1199155774,,,,,0.988,,,9.672759,0.96,,87.56867,0.1919487339807692,0.0,,,,,Europe,Northern Europe
DNK,2021,7.6362,58802.9623332979,88.24,,1.8,47.97084,0.977,,81.3753,8.935855,0.952,,,0.1048162573346153,0.0,0.948,,,,Europe,Northern Europe
DNK,2020,7.6195,55275.062250353,88.116,,1.4,48.346725,0.971,11.098828,81.5449,10.0801325,0.942,,,0.0049813042037735,0.0,0.947,,,0.27504268,Europe,Northern Europe
DNK,2019,7.6456,56813.9641554635,87.994,,1.1,48.1246,0.987,,81.4337,9.686952,0.957,7.63,,,0.0,0.946,703.0,2.5983975,0.27723646,Europe,Northern Europe
DNK,2018,7.6001,56178.7746299825,87.874,88.0,1.1,45.407043,0.99,11.37422,80.99,9.680981,0.963,8.18,,,0.0,0.942,703.0,2.7315702,0.28166336,Europe,Northern Europe
DNK,2017,7.5553,55356.680780178,87.757,88.0,1.1,46.709103,0.991,11.42,81.1112,9.131982,0.968,8.28,,,0.0,0.944,703.0,2.7399101,0.28746662,Europe,Northern Europe
DNK,2016,7.522,54185.0084787703,87.642,90.0,1.1,46.83615,0.991,,80.8803,9.2463875,0.968,8.24,,,0.0,0.943,703.0,2.7536285,0.28187442,Europe,Northern Europe
DNK,2015,7.526,52892.6460290247,87.526,91.0,1.0,47.932163,0.991,,80.738,9.281568,0.969,8.07,,,0.0,0.936,703.0,2.782654,0.28177446,Europe,Northern Europe
DNK,2014,7.527,52048.3354927846,87.41,92.0,,50.397488,0.99,,80.6302,10.140958,0.965,9.09,,,0.0,0.932,703.0,2.93698,0.2835288,Europe,Northern Europe
DNK,2011,7.85574,51293.2061782002,86.957,,,46.234364,0.992,,79.7845,9.025926,0.972,9.67,,,0.0,0.926,703.0,3.7543721,0.27311745,Europe,Northern Europe
DJI,2014,4.369,3854.26995628598,77.314,34.0,,13.363991,0.496,,61.6411,28.048574,0.431,12.1898,,,0.10110293,0.488,220.0,9.677879,,Africa,Sub-Saharan Africa
DJI,2011,4.956731,,77.064,,,14.441683,0.496,,60.4329,28.002329,0.432,11.8374,,,0.0,0.47,220.0,9.447127,,Africa,Sub-Saharan Africa
DOM,2022,5.5689,19338.0151125748,,,,14.049603,0.82,,,24.461126,0.895,,,-0.0113618905961538,0.0,,,,,Americas,Latin America and the Caribbean
DOM,2021,5.7372,18626.078682929,83.213,,22.0,14.408329,0.82,,72.6146,24.475721,0.895,,,0.1127699565865384,0.0,0.767,,,0.38529852,Americas,Latin America and the Caribbean
DOM,2020,5.5451,16768.4261044255,82.54,,22.2,12.430842,0.818,6.558533,72.8894,24.868607,0.893,,,0.0377832132716981,0.0,0.764,,,0.39631972,Americas,Latin America and the Caribbean
DOM,2019,5.6892,18171.0609627655,81.828,,23.2,13.326801,0.749,,73.5767,24.745333,0.847,5.11,,,0.0,0.771,1410.0,6.796193,0.41918564,Americas,Latin America and the Caribbean
DOM,2018,5.4253,17484.1217559257,81.074,30.0,22.4,13.055241,0.752,6.6819587,73.2323,24.411734,0.859,5.49,,,0.0,0.764,1410.0,6.844923,0.4368666,Americas,Latin America and the Caribbean
DOM,2017,5.3018,16524.5338420587,80.277,29.0,23.4,13.046789,0.742,6.33,73.0629,24.498314,0.843,6.02,,,0.0,0.757,1410.0,6.9107695,0.42195615,Americas,Latin America and the Caribbean
DOM,2016,5.23,15967.2022809286,79.436,31.0,23.7,12.91333,0.751,,72.9867,24.627993,0.847,6.77,,,0.0,0.755,1410.0,7.081789,0.45723918,Americas,Latin America and the Caribbean
DOM,2015,5.155,15145.4694592907,78.566,33.0,24.3,12.837603,0.753,,72.9531,24.80282,0.84,6.84,,,0.0,0.736,1410.0,7.175091,0.45181635,Americas,Latin America and the Caribbean
DOM,2014,4.885,14334.733860885,77.67,32.0,,13.4382305,0.753,,72.8665,24.50168,0.848,6.59,,,0.0,0.728,1410.0,7.1132607,0.4428003,Americas,Latin America and the Caribbean
DOM,2011,5.036006,12905.288988573,74.827,,,12.357719,0.764,,72.2212,24.111624,0.851,5.5,,,0.0,0.713,1410.0,6.7975464,0.47706905,Americas,Latin America and the Caribbean
ECU,2022,5.5589,10859.2178291137,,,,,0.878,,,20.84904,0.899,,87.48958,0.1719342555846154,0.50552744,,,,0.45466313,Americas,Latin America and the Caribbean
ECU,2021,5.5333,10668.7582914222,64.361,,13.0,13.879761,0.889,,73.67,20.979362,0.893,,,0.4276591335192308,1.6350394,0.74,,,0.4580044,Americas,Latin America and the Caribbean
ECU,2020,5.764,10356.9742017158,64.166,,12.8,13.021571,0.882,8.69649,72.1535,21.27785,0.904,,,0.6136146902830188,0.0,0.731,,,0.47311273,Americas,Latin America and the Caribbean
ECU,2019,5.9252,11390.2169659569,63.986,,11.6,14.035229,0.876,,77.2971,21.14963,0.896,7.68,,,0.0115315365,0.76,2274.0,5.2422624,0.45711532,Americas,Latin America and the Caribbean
ECU,2018,6.0276,11608.4190498367,63.821,34.0,9.9,14.973984,0.876,8.754255,77.0938,20.924253,0.912,8.12,,,0.0,0.762,2274.0,5.166172,0.45440298,Americas,Latin America and the Caribbean
ECU,2017,5.9732,11679.4302342769,63.67,32.0,8.4,14.15539,0.868,8.86,76.9725,21.12912,0.858,9.26,,,0.0,0.762,2274.0,5.1212854,0.4467303,Americas,Latin America and the Caribbean
ECU,2016,6.008,11587.8253010112,63.534,31.0,7.1,14.615247,0.845,,76.7634,21.48715,0.811,9.06,,,0.0,0.762,2274.0,5.257003,0.45020068,Americas,Latin America and the Caribbean
ECU,2015,5.976,11908.215784299,63.398,32.0,6.0,16.107111,0.845,,76.7893,21.470581,0.809,8.88,,,0.0,0.765,2274.0,5.4540405,0.45954296,Americas,Latin America and the Caribbean
ECU,2014,5.975,12073.8104194928,63.261,33.0,,14.169829,0.843,,76.6221,20.893852,0.805,8.9,98.58569,,0.0,0.76,2274.0,5.5143604,0.4499505,Americas,Latin America and the Caribbean
ECU,2011,5.424841,10988.7221081401,62.851,,,12.299311,0.847,,75.7425,20.782259,0.835,10.0113,,,0.0,0.743,2274.0,5.5165434,0.4587748,Americas,Latin America and the Caribbean
EGY,2022,4.1705,12780.7598676582,,,,,0.256,,,22.95295,0.202,,99.66666,0.1201306883653846,0.14145406,,,,,Africa,Northern Africa
EGY,2021,4.2877,12180.4516452436,42.862,,8.8,,0.258,,70.2207,23.623482,0.203,,,0.4559809796153846,0.07962499,0.731,,,,Africa,Northern Africa
EGY,2020,4.2827,11989.5992514646,42.783,,7.1,,0.267,6.5293627,70.9905,23.15776,0.2,,,0.2610209819660377,0.46340615,0.734,,,,Africa,Northern Africa
EGY,2019,4.1514,11780.9620965028,42.73,,6.7,,0.235,,71.3575,23.36551,0.185,3.41,,,0.59932584,0.735,18.1,15.600813,0.31893557,Africa,Northern Africa
EGY,2018,4.1655,11363.3180205488,42.704,35.0,7.4,,0.229,6.504568,71.3669,24.097076,0.179,3.37,,,0.6593358,0.729,18.1,15.536187,,Africa,Northern Africa
EGY,2017,4.4192,10995.0056689479,42.705,32.0,8.6,,0.221,6.34,71.3019,23.009415,0.179,3.39,,,0.8399697,0.721,18.1,15.519818,0.31533954,Africa,Northern Africa
EGY,2016,4.735,10765.8288009465,42.732,34.0,8.7,,0.228,,70.8435,23.726912,0.174,3.63,,,0.38783762,0.713,18.1,15.743518,,Africa,Northern Africa
EGY,2015,4.362,10534.8822044455,42.785,36.0,8.4,,0.23,,70.4831,23.349562,0.169,3.72,,,0.88105464,0.706,18.1,15.952097,0.31823358,Africa,Northern Africa
EGY,2014,4.194,10318.6509217013,42.839,37.0,,,0.227,,70.4151,23.616615,0.174,3.69,97.35681,,0.18620741,0.699,18.1,15.906228,,Africa,Northern Africa
EGY,2011,4.8534,10286.0101966952,43.0,,,,0.323,,69.8805,22.647821,0.397,3.69,,,0.03475334,0.679,18.1,16.159655,,Africa,Northern Africa
SLV,2022,6.1216,9396.01377999827,,,,,0.513,,,26.30039,0.618,,,0.1853264481423077,1.3888028,,,,0.38757578,Americas,Latin America and the Caribbean
SLV,2021,6.12,9190.17379365471,74.118,,16.2,19.899433,0.493,,70.7479,26.682343,0.632,,,0.5993179903846154,0.0,0.675,,,0.39012462,Americas,Latin America and the Caribbean
SLV,2020,6.0605,8294.53733884395,73.444,,14.7,18.658958,0.501,7.6372886,71.0609,26.484457,0.667,,,0.3289754329056604,0.0,0.672,,,,Americas,Latin America and the Caribbean
SLV,2019,6.3483,9015.66403063947,72.746,,15.1,18.081545,0.608,,72.5586,26.874693,0.767,6.11,,,0.0,0.683,1784.0,6.478802,0.38778764,Americas,Latin America and the Caribbean
SLV,2018,6.2531,8812.9247941056,72.023,35.0,14.6,18.128819,0.628,7.6339335,72.5546,26.5446,0.786,6.07,,,0.0,0.68,1784.0,6.583255,0.38610572,Americas,Latin America and the Caribbean
SLV,2017,6.1668,8617.92170824529,71.275,33.0,14.0,17.753885,0.647,6.55,72.3108,26.388763,0.818,6.16,,,0.0,0.674,1784.0,6.760568,0.38007188,Americas,Latin America and the Caribbean
SLV,2016,6.003,8447.10366608495,70.501,36.0,13.7,17.355083,0.66,,72.0248,26.757294,0.833,5.77,,,0.0,0.671,1784.0,7.111477,0.3997858,Americas,Latin America and the Caribbean
SLV,2015,6.068,8263.64372524323,69.7,39.0,13.8,16.752857,0.66,,71.8143,27.068466,0.832,6.78,,,0.0,0.668,1784.0,6.9351854,0.40551943,Americas,Latin America and the Caribbean
SLV,2014,6.13,8097.9581764719,68.874,39.0,,16.709143,0.661,,71.7464,26.429596,0.832,5.96,,,0.0,0.666,1784.0,7.1956143,0.41559842,Americas,Latin America and the Caribbean
SLV,2011,5.955841,7660.63499466519,66.325,,,15.343867,0.669,,71.8589,25.79556,0.843,8.02,,,0.0,0.661,1784.0,7.9560614,0.4231836,Americas,Latin America and the Caribbean
EST,2022,6.4552,37711.8188349466,,,,,0.975,,,6.9465384,0.959,,84.81508,0.3692436377884615,0.0,,,,,Europe,Northern Europe
EST,2021,6.3408,38717.6961505119,69.415,,0.7,33.82624,0.973,,77.1436,6.479271,0.959,,,0.6232532079423077,0.0,0.89,,,,Europe,Northern Europe
EST,2020,6.1888,35883.265325261,69.229,,0.8,33.570633,0.971,11.719313,78.3431,8.269728,0.955,,,0.0938788291113207,0.0,0.892,,,0.30737874,Europe,Northern Europe
EST,2019,6.0218,36153.4319482746,69.051,,0.8,33.74958,0.967,,78.6693,7.404297,0.954,11.9633,,,0.0,0.896,626.0,1.2464755,0.30767542,Europe,Northern Europe
EST,2018,5.8935,34979.8670494407,68.88,73.0,0.9,33.15343,0.974,11.6930065,78.1395,7.0349727,0.957,11.5565,,,0.0,0.891,626.0,1.2081594,0.30321452,Europe,Northern Europe
EST,2017,5.7392,33821.93290847,68.717,71.0,1.0,32.806824,0.974,11.36,77.976,6.341226,0.957,15.1706,,,0.0,0.887,626.0,1.1848679,0.30355027,Europe,Northern Europe
EST,2016,5.611,32008.9343566614,68.563,70.0,0.8,33.75776,0.975,,77.8201,6.483686,0.958,12.4886,,,0.0,0.885,626.0,1.2980722,0.31196827,Europe,Northern Europe
EST,2015,5.517,31038.8046287051,68.416,70.0,0.9,33.558506,0.975,,77.6563,7.4185963,0.956,13.3612,,,0.0,0.882,626.0,1.5098568,0.3267033,Europe,Northern Europe
EST,2014,5.429,30494.0963031973,68.269,69.0,,32.354965,0.975,,77.1406,6.8718944,0.956,16.1584,88.03404,,0.0,0.879,626.0,1.7285429,0.34591556,Europe,Northern Europe
EST,2011,5.329978,27990.136407635,67.965,,,31.69227,0.971,,76.4681,6.887324,0.955,14.7455,,,0.0,0.871,626.0,2.4722683,0.32491633,Europe,Northern Europe
SWZ,2021,4.3961,9086.70134806066,24.369,,18.3,24.674776,0.286,,57.0657,19.530685,0.217,,,0.7600958129807692,4.0259237,0.597,,,,Africa,Sub-Saharan Africa
SWZ,2020,4.3081,8290.40943633597,24.171,,18.3,28.12715,0.362,4.5254297,59.6922,19.813807,0.333,,,0.0533034176956603,0.0,0.61,,,,Africa,Sub-Saharan Africa
SWZ,2019,4.3081,8501.26632860999,23.981,,,25.19169,0.375,,60.5492,20.35181,0.333,40.4572,,,0.0,0.615,788.0,8.797404,,Africa,Sub-Saharan Africa
SWZ,2018,4.2116,8343.92296083981,23.799,38.0,,24.217295,0.375,4.5254297,59.4114,19.801647,0.337,40.1303,,,0.0,0.607,788.0,8.818927,,Africa,Sub-Saharan Africa
SWZ,2014,4.867,7969.20770717136,23.149,43.0,,28.838114,0.31,,53.0497,19.705553,0.329,54.6256,,,0.0,0.559,788.0,8.468487,,Africa,Sub-Saharan Africa
ETH,2022,4.0906,2381.16578430493,,,,,0.502,,,23.955847,0.472,,94.87804,0.4093715228846154,83.36851,,,,,Africa,Sub-Saharan Africa
ETH,2021,4.2415,2319.1610634343,22.174,,21.1,,0.487,,64.9748,23.74365,0.459,,,0.5239522626923077,11.250133,0.498,,,,Africa,Sub-Saharan Africa
ETH,2020,4.2747,2253.23578832192,21.695,,19.6,,0.531,4.3491125,65.3705,23.75899,0.528,,,0.1486059059547169,4.1120934,0.498,,,,Africa,Sub-Saharan Africa
ETH,2019,4.1862,2181.65887703263,21.225,,16.4,,0.588,,65.8377,23.837507,0.559,9.45,,,0.3610216,0.498,848.0,15.057564,,Africa,Sub-Saharan Africa
ETH,2018,4.2858,2067.45649659251,20.763,34.0,14.1,,0.577,4.4886994,65.4117,23.413956,0.489,9.54,,,0.60470027,0.489,848.0,15.067099,,Africa,Sub-Saharan Africa
ETH,2017,4.3502,1987.96875367138,20.31,35.0,14.8,,0.46,4.51,64.8383,23.881353,0.325,9.63,,,0.4159044,0.48,848.0,15.036681,,Africa,Sub-Saharan Africa
ETH,2016,4.46,1864.48766816335,19.866,34.0,15.0,,0.443,,64.3919,24.084824,0.337,9.78,,,0.54134536,0.47,848.0,14.981733,,Africa,Sub-Saharan Africa
ETH,2015,4.508,1750.6727312872,19.428,33.0,14.5,,0.452,,63.6492,23.958193,0.346,9.98,,,0.310329,0.46,848.0,15.039621,0.34993124,Africa,Sub-Saharan Africa
ETH,2014,4.512,1629.18906979629,18.998,33.0,,,0.464,,62.9046,23.537209,0.36,10.0169,,,0.026066007,0.45,848.0,15.0696945,,Africa,Sub-Saharan Africa
ETH,2011,4.064207,1336.06695076749,17.735,,,,0.487,,60.7206,23.34437,0.372,12.3783,,,0.062079374,0.422,848.0,15.0270195,,Africa,Sub-Saharan Africa
FIN,2022,7.8042,49275.1537762966,,,,,0.98,,,3.6476097,0.955,,83.42238,0.4255060078846154,0.0,,,,,Europe,Northern Europe
FIN,2021,7.821,48614.8203098492,85.596,,2.6,43.229687,0.983,,82.0381,2.7399426,0.953,,,0.1646577163576923,0.0,0.94,,,,Europe,Northern Europe
FIN,2020,7.8421,47371.2175698728,85.517,,2.4,41.944984,0.984,11.738752,81.8657,4.7219,0.96,,,0.0688240672937735,0.0,0.938,,,0.2709117,Europe,Northern Europe
FIN,2019,7.8087,48583.4339897935,85.446,,1.9,42.393833,0.986,,81.8706,3.1178398,0.961,13.4337,,,0.0,0.939,536.0,0.73263884,0.27737328,Europe,Northern Europe
FIN,2018,7.7689,48048.5246160501,85.382,85.0,2.0,42.50242,0.988,12.047586,81.6266,3.576641,0.966,14.4052,,,0.0,0.936,536.0,0.6559258,0.27329773,Europe,Northern Europe
FIN,2017,7.6321,47570.133583848,85.325,85.0,2.1,42.989204,0.987,12.05,81.4976,2.8574555,0.963,14.3984,,,0.0,0.934,536.0,0.6156836,0.27383086,Europe,Northern Europe
FIN,2016,7.469,46206.7878130494,85.275,89.0,2.3,43.869015,0.988,,81.2915,3.4305918,0.959,13.2613,,,0.0,0.931,536.0,0.6725403,0.27078485,Europe,Northern Europe
FIN,2015,7.413,45072.5902146238,85.225,90.0,2.4,43.667244,0.988,,81.4178,4.1531925,0.959,12.1491,,,0.0,0.93,536.0,0.77407926,0.2710204,Europe,Northern Europe
FIN,2014,7.406,44976.7764487708,85.175,89.0,,43.64684,0.988,,81.0125,3.889982,0.968,13.6546,,,0.0,0.927,536.0,0.90574306,0.26776975,Europe,Northern Europe
FIN,2011,7.579009,46825.8248388831,84.313,,,41.925674,0.989,,80.3915,3.759362,0.969,15.6825,,,0.0,0.915,536.0,1.3696787,0.2764282,Europe,Northern Europe
FRA,2022,6.6613,45904.4112972518,,,,,0.938,,,14.760932,0.921,,85.3784,0.2108915960538461,0.0,,,,,Europe,Western Europe
FRA,2021,6.6867,44941.4369050246,81.242,,1.6,47.268734,0.944,,82.4988,13.359394,0.92,,,0.1657148695153846,0.0,0.903,,,,Europe,Western Europe
FRA,2020,6.6899,42344.9458934579,80.975,,1.0,47.750187,0.953,11.2687235,82.2104,14.505016,0.918,,,0.2253469230122641,0.0,0.898,,,0.3066147,Europe,Western Europe
FRA,2019,6.6638,45922.7947390313,80.709,,0.7,46.884254,0.967,,82.7315,14.081474,0.944,9.65,,,0.0,0.905,867.0,2.411587,0.31199586,Europe,Western Europe
FRA,2018,6.5921,45245.9608684875,80.444,72.0,0.7,48.006268,0.967,11.17285,82.5909,14.222917,0.949,10.0491,,,0.020224709,0.901,867.0,2.4279065,0.32380688,Europe,Western Europe
FRA,2017,6.4893,44577.0645745394,80.18,70.0,0.9,48.236797,0.974,11.3,82.4732,13.771827,0.951,10.4047,,,0.00311798,0.898,867.0,2.4254706,0.31632066,Europe,Western Europe
FRA,2016,6.442,43705.1475593257,79.917,69.0,1.2,47.58615,0.974,,82.4372,13.606178,0.951,10.6987,,,0.13596019,0.895,867.0,2.5294688,0.31923744,Europe,Western Europe
FRA,2015,6.478,43345.7864281559,79.655,70.0,1.6,47.524143,0.974,,82.1857,13.994941,0.951,11.4792,,,0.20843203,0.892,867.0,2.7123914,0.32704335,Europe,Western Europe
FRA,2014,6.575,43021.3946358903,79.394,69.0,,47.722843,0.974,,82.4761,14.14446,0.951,11.4486,,,0.0,0.892,867.0,2.8683486,0.32262185,Europe,Western Europe
FRA,2011,6.746459,42862.415796739,78.622,,,45.534546,0.976,,81.813,14.108517,0.954,13.5949,,,0.0,0.881,867.0,3.3550642,0.3329475,Europe,Western Europe
GAB,2022,5.0347,13939.7868122861,,,,,0.888,,,24.938417,0.816,,,0.1976308203846153,0.0,,,,,Africa,Sub-Saharan Africa
GAB,2021,4.9583,13822.5091601456,90.423,,,,0.856,,65.821,25.08934,0.805,,,0.3100964836538462,0.0,0.706,,,,Africa,Sub-Saharan Africa
GAB,2020,4.8518,13903.2889546654,90.092,,,,0.856,6.024927,66.5305,25.273497,0.805,,,0.0612437061116981,0.0,0.71,,,,Africa,Sub-Saharan Africa
GAB,2019,4.8293,14478.0017220931,89.741,,,,0.877,,66.6028,25.200434,0.844,13.1117,,,0.0,0.709,1831.0,8.373673,,Africa,Sub-Saharan Africa
GAB,2018,4.7992,14254.4616972272,89.37,31.0,,,0.882,6.024927,66.3064,25.033968,0.85,13.5608,,,0.0,0.706,1831.0,8.24737,,Africa,Sub-Saharan Africa
GAB,2017,4.7583,14478.1303050188,88.976,32.0,,,0.889,6.03,66.1889,25.12014,0.873,13.8497,,,0.0,0.706,1831.0,8.136076,0.38024372,Africa,Sub-Saharan Africa
GAB,2016,4.465,14783.0781171838,88.559,35.0,,,0.874,,65.8025,25.323616,0.859,14.5503,,,0.0,0.702,1831.0,8.369762,,Africa,Sub-Saharan Africa
GAB,2015,4.121,14892.0357902738,88.118,34.0,,,0.874,,65.4599,24.934435,0.859,15.1732,,,0.0,0.699,1831.0,8.647433,,Africa,Sub-Saharan Africa
GAB,2014,3.896,14785.3986692256,87.651,37.0,,,0.874,,64.9743,24.817865,0.859,15.3877,,,0.0,0.694,1831.0,8.571224,,Africa,Sub-Saharan Africa
GMB,2022,4.2794,2113.61484432613,,,,9.231329,0.902,,,27.822496,0.88,,,0.1663122545,0.0,,,,,Africa,Sub-Saharan Africa
GMB,2021,5.1636,2076.5664341973,63.222,,27.0,10.322353,0.891,,62.083,28.232056,0.862,,,0.2373794978846153,0.0,0.5,,,,Africa,Sub-Saharan Africa
