code,year,happiness,gdppc,urbanization,corruption,food_insec,tax,indiv_libs,school,life_expect,yearly temp,hri,suicides,family,covid,war,hdi,rain,air_pollution,gini,region,sub-region
LVA,2021,6.1804,31833.9068800267,68.421,,1.0,30.924234,0.969,,73.5786,6.8472576,0.947,,,1.0320693686923077,0.0,0.863,,,,Europe,Northern Europe
LVA,2020,6.032,29575.6289427147,68.315,,0.7,31.307802,0.954,10.978801,75.4526,8.631296,0.949,,,0.1671690557471698,0.0,0.871,,,0.35704768,Europe,Northern Europe
LVA,2019,5.95,30438.5160700035,68.222,,0.7,31.39079,0.951,,75.5337,8.041865,0.949,16.0631,,,0.0,0.871,667.0,4.239611,0.3448954,Europe,Northern Europe
LVA,2018,5.9397,30051.0787212025,68.142,58.0,0.6,31.422691,0.947,11.557375,75.0012,7.4917426,0.937,14.2948,,,0.0,0.866,667.0,4.1937194,0.3509615,Europe,Northern Europe
LVA,2017,5.9331,28673.6225736307,68.075,58.0,0.6,31.450466,0.947,11.27,74.8054,6.7436833,0.933,17.1362,,,0.0,0.86,667.0,4.180805,0.35571936,Europe,Northern Europe
LVA,2016,5.85,27509.3931011999,68.021,57.0,0.6,31.134533,0.93,,74.7535,6.99507,0.932,17.1457,,,0.0,0.855,667.0,4.502324,0.3432963,Europe,Northern Europe
LVA,2015,5.56,26628.4096372389,67.98,56.0,0.6,30.174889,0.96,,74.6854,7.7009835,0.95,17.1391,,,0.0,0.85,667.0,5.0054345,0.34204435,Europe,Northern Europe
LVA,2014,5.098,25423.5415769656,67.952,55.0,,30.055573,0.959,,74.4319,7.2456775,0.95,17.1758,,,0.0,0.846,667.0,5.415585,0.35115233,Europe,Northern Europe
LVA,2011,4.76201,22117.4523273637,67.869,,,29.292995,0.959,,73.6934,7.1651397,0.943,18.1533,,,0.0,0.831,667.0,6.6297793,0.35774368,Europe,Northern Europe
LBN,2022,2.3922,,,,,,0.584,,,16.012402,0.664,,96.83333,0.1799852840576923,0.0,,,,,Asia,Western Asia
LBN,2021,2.9553,12986.912832523,89.093,,12.6,5.7786617,0.621,,75.0472,16.724627,0.695,,,0.4580854154423077,0.0,0.706,,,,Asia,Western Asia
LBN,2020,4.5838,13791.2702995609,88.925,,10.2,11.152213,0.612,6.3352394,77.8038,16.585835,0.716,,,0.1361189774716981,0.0,0.726,,,,Asia,Western Asia
LBN,2019,4.7715,17185.0470183907,88.758,,6.8,15.679105,0.626,,79.2359,16.127092,0.695,2.76,,,0.0,0.745,661.0,9.842846,,Asia,Western Asia
LBN,2018,5.1973,17937.5684670156,88.593,28.0,4.2,15.593365,0.635,6.579643,79.729,16.901045,0.707,2.53,,,0.0,0.75,661.0,9.699391,,Asia,Western Asia
LBN,2017,5.1989,17808.0768860143,88.429,28.0,,15.636849,0.648,6.83,79.6543,16.125185,0.715,2.99,,,4.8614764,0.75,661.0,9.88078,,Asia,Western Asia
LBN,2016,5.225,17227.5034804163,88.266,28.0,,13.718265,0.642,,79.5054,16.381672,0.741,2.78,,,0.3035809,0.743,661.0,10.213462,,Asia,Western Asia
LBN,2015,5.129,16591.7975151413,88.106,28.0,,13.649153,0.6,,79.2294,15.732639,0.712,2.87,,,3.0786345,0.746,661.0,10.533428,,Asia,Western Asia
LBN,2014,4.839,16843.4124293704,87.947,27.0,,14.2973585,0.632,,78.9727,16.041342,0.739,2.84,75.08334,,3.5700939,0.75,661.0,10.612275,,Asia,Western Asia
LBN,2011,5.049216,19193.9207135856,87.484,,,16.720287,0.625,,78.4036,15.067966,0.737,3.06,,,0.019821366,0.771,661.0,10.8103285,0.3183245,Asia,Western Asia
LSO,2021,3.5118,2239.30525415856,29.48,,32.8,30.00272,0.804,,53.062,11.313896,0.801,,,0.3624045027692307,0.0,0.514,,,,Africa,Sub-Saharan Africa
LSO,2020,3.5118,2225.25293352001,29.028,,30.9,34.851006,0.832,6.314051,54.6933,11.681567,0.798,,,0.0026100424528301,0.0,0.521,,,,Africa,Sub-Saharan Africa
LSO,2019,3.6528,2435.28632002517,28.585,,29.0,32.013786,0.773,,54.1726,13.003804,0.754,87.4824,,,0.0,0.524,788.0,9.102214,,Africa,Sub-Saharan Africa
LSO,2018,3.8019,2501.42995489828,28.153,41.0,27.0,31.496922,0.75,6.314051,53.733,11.732796,0.753,93.0725,,,0.0,0.522,788.0,9.23208,,Africa,Sub-Saharan Africa
LSO,2017,3.8082,2571.0740273731,27.73,42.0,,32.197075,0.731,5.5,53.0636,11.798131,0.699,96.2889,,,0.0,0.518,788.0,9.289206,0.44879702,Africa,Sub-Saharan Africa
LSO,2016,3.808,2687.48643771282,27.317,39.0,,29.373526,0.721,,52.2641,12.280965,0.688,107.1207,,,0.0,0.514,788.0,9.241215,,Africa,Sub-Saharan Africa
LSO,2014,4.898,2573.6756722684,26.502,49.0,,46.793327,0.792,,50.0327,11.599631,0.789,116.1953,,,0.0,0.496,788.0,9.230112,,Africa,Sub-Saharan Africa
LBR,2022,4.0423,1460.92339035678,,,,12.405637,0.801,,,25.526339,0.86,,,0.1895622742307692,0.0,,,,,Africa,Sub-Saharan Africa
LBR,2021,5.1215,1423.22958890403,52.573,,37.5,13.7646055,0.801,,60.7472,25.64385,0.86,,,0.233245235576923,0.0,0.481,,,,Africa,Sub-Saharan Africa
LBR,2020,4.6252,1383.82809910001,52.089,,37.3,12.973329,0.769,2.2065024,60.9476,25.763124,0.86,,,-0.002026575981132,0.0,0.48,,,,Africa,Sub-Saharan Africa
LBR,2019,4.5579,1455.63764867217,51.615,,37.3,11.331169,0.762,,61.1044,25.711672,0.836,7.37,,,0.0,0.484,2391.0,13.6198635,,Africa,Sub-Saharan Africa
LBR,2018,3.9753,1521.73347067984,51.151,32.0,,11.519608,0.804,2.2065024,60.8532,25.363794,0.853,7.42,,,0.0,0.483,2391.0,13.508959,,Africa,Sub-Saharan Africa
LBR,2017,3.4954,1533.41123787771,50.697,31.0,38.3,,0.838,2.34,60.5535,25.53052,0.872,7.56,,,0.0,0.481,2391.0,13.374141,,Africa,Sub-Saharan Africa
LBR,2016,3.533,1525.45801338777,50.254,37.0,38.4,,0.779,,60.4162,25.5981,0.847,7.62,,,0.0,0.478,2391.0,13.479139,0.3526546,Africa,Sub-Saharan Africa
LBR,2015,3.622,1581.0551130224,49.82,37.0,38.6,,0.781,,59.1485,25.19789,0.849,7.71,,,0.0,0.473,2391.0,12.862091,,Africa,Sub-Saharan Africa
LBR,2014,4.571,1613.86547979499,49.397,37.0,,,0.781,,59.1208,24.982718,0.849,8.46,,,0.0,0.472,2391.0,11.77932,0.33237883,Africa,Sub-Saharan Africa
LBR,2011,4.039651,1475.83926884669,48.193,,,,0.822,,59.6198,24.93884,0.879,8.84,,,0.0,0.464,2391.0,13.88897,,Africa,Sub-Saharan Africa
LBY,2021,5.3302,20273.8812477167,80.994,,21.2,,0.106,,71.9112,23.300186,0.34,,,0.6639038838461538,0.0,0.718,,,,Africa,Northern Africa
LBY,2020,5.4103,15621.0000330719,80.691,,20.7,,0.101,,72.4722,22.584534,0.333,,,0.201847988035849,10.099271,0.703,,,,Africa,Northern Africa
LBY,2019,5.4888,22535.4456198617,80.393,,18.6,,0.1,,72.4634,22.647959,0.329,4.49,,,27.172733,0.722,56.0,11.030859,,Africa,Northern Africa
LBY,2018,5.5253,25734.168628333,80.102,17.0,16.7,,0.099,,72.7938,23.637411,0.342,5.7,,,10.250408,0.722,56.0,10.75597,,Africa,Northern Africa
LBY,2017,5.5657,24212.9109270915,79.817,17.0,14.3,,0.118,,72.4818,21.781755,0.341,5.48,,,17.10496,0.714,56.0,10.621737,,Africa,Northern Africa
LBY,2016,5.525,18554.4806031278,79.54,14.0,12.4,,0.142,,71.756,23.194956,0.371,4.95,,,37.009315,0.696,56.0,9.984199,,Africa,Northern Africa
LBY,2015,5.615,19108.9438269268,79.27,16.0,11.2,,0.141,,71.6982,22.252836,0.376,5.48,,,25.402758,0.699,56.0,10.210638,,Africa,Northern Africa
LBY,2014,5.754,19569.9004889534,79.009,18.0,,,0.147,,71.5114,22.877478,0.376,6.06,96.88452,,23.598803,0.699,56.0,10.205646,,Africa,Northern Africa
LBY,2011,5.177599,16356.3626621348,78.277,,,1.1854088,0.146,,70.0707,21.923285,0.299,4.98,,,63.298553,0.69,56.0,10.37729,,Africa,Northern Africa
LTU,2022,6.763,39955.3364126595,,,,,0.94,,,7.830172,0.92,,66.69552,0.7262552990384615,0.0,,,,,Europe,Northern Europe
LTU,2021,6.4456,39432.4914748035,68.249,,2.1,32.68099,0.922,,73.7201,7.231298,0.911,,,1.13745193875,0.0,0.875,,,,Europe,Northern Europe
LTU,2020,6.2554,37179.8495700523,68.046,,1.9,31.138023,0.944,10.975232,75.0676,9.121172,0.929,,,0.6503673367735849,0.0,0.879,,,0.35957366,Europe,Northern Europe
LTU,2019,6.2155,37198.9583343954,67.855,,1.7,30.627178,0.942,,76.2119,8.79186,0.933,20.1545,,,0.0,0.884,656.0,3.2779295,0.35253152,Europe,Northern Europe
LTU,2018,6.149,35446.7881488431,67.679,59.0,1.1,30.612104,0.952,11.367647,75.6767,8.075469,0.933,21.0806,,,0.0,0.88,656.0,3.2527714,0.35707808,Europe,Northern Europe
LTU,2017,5.9519,33761.9475000677,67.516,59.0,1.6,29.965824,0.956,11.17,75.4399,7.4877734,0.928,23.4923,,,0.0,0.876,656.0,3.2432091,0.372897,Europe,Northern Europe
LTU,2016,5.902,31925.8755342502,67.366,59.0,2.0,30.027775,0.956,,74.8816,7.590445,0.941,26.2069,,,0.0,0.868,656.0,3.5623968,0.38391206,Europe,Northern Europe
LTU,2015,5.813,30748.2657640288,67.23,59.0,2.5,29.040718,0.96,,74.6103,8.280401,0.937,28.9273,,,0.0,0.862,656.0,3.9948714,0.37375224,Europe,Northern Europe
LTU,2014,5.833,29855.8989284624,67.108,58.0,,27.824203,0.96,,74.8426,7.8724036,0.934,29.4396,,,0.0,0.861,656.0,4.2870703,0.37681442,Europe,Northern Europe
LTU,2011,5.588069,25968.6420804861,66.741,,,27.568434,0.963,,73.9256,7.5891876,0.95,31.8499,,,0.0,0.849,656.0,5.159085,0.32491052,Europe,Northern Europe
LUX,2022,7.2279,117746.989592884,,,,,0.981,,,10.905843,0.952,,,-0.0276184698923076,0.0,,,,,Europe,Western Europe
LUX,2021,7.404,118510.002327709,91.672,,0.6,39.89044,0.968,,82.6287,9.2972,0.928,,,0.0233927907307692,0.0,0.93,,,,Europe,Western Europe
LUX,2020,7.3244,112274.817881541,91.453,,0.7,39.524117,0.967,9.795577,81.4335,10.871907,0.923,,,0.108909336735849,0.0,0.924,,,0.3337364,Europe,Western Europe
LUX,2019,7.2375,115209.605275898,91.223,,0.8,40.974995,0.979,,82.1434,10.258367,0.95,8.62,,,0.0,0.927,934.0,2.4599354,0.34241262,Europe,Western Europe
LUX,2018,7.0903,114164.468558094,90.981,81.0,0.9,40.759323,0.981,9.929836,81.8035,10.641085,0.951,8.03,,,0.0,0.922,934.0,2.393959,0.35368094,Europe,Western Europe
LUX,2017,6.9099,114985.842235989,90.727,82.0,0.9,38.016335,0.981,9.91,81.734,9.901335,0.951,7.53,,,0.0,0.919,934.0,2.350415,0.34515738,Europe,Western Europe
LUX,2016,6.863,116283.699681286,90.46,81.0,1.4,36.791782,0.981,,82.0535,9.514747,0.951,7.55,,,0.0,0.923,934.0,2.4586084,0.31727982,Europe,Western Europe
LUX,2015,6.871,113182.728563365,90.179,85.0,1.8,36.085144,0.981,,81.8384,10.056208,0.951,9.57,,,0.0,0.915,934.0,2.6440406,0.32922232,Europe,Western Europe
LUX,2014,6.946,113313.578897944,89.884,82.0,,37.419456,0.981,,81.7343,10.569472,0.951,10.056,,,0.0,0.926,934.0,2.8651319,0.3115832,Europe,Western Europe
LUX,2011,7.050853,112998.390476598,88.906,,,37.397697,0.981,,80.7663,10.176179,0.951,9.32,,,0.0,0.913,934.0,3.534713,0.3205412,Europe,Western Europe
MDG,2022,4.0191,1502.48218160534,,,,9.234698,0.614,,,22.622202,0.741,,,0.2933889280769231,0.0,,,,,Africa,Sub-Saharan Africa
MDG,2021,4.3391,1482.37615914483,39.207,,12.2,10.673631,0.614,,64.4853,22.979208,0.741,,,0.4239951663461538,0.0,0.501,,,,Africa,Sub-Saharan Africa
MDG,2020,4.2085,1436.2069505149,38.534,,10.3,9.908206,0.614,4.713441,65.182,23.025698,0.745,,,0.1030092060754717,0.0,0.501,,,,Africa,Sub-Saharan Africa
MDG,2019,4.1656,1585.4716511334,37.861,,9.9,10.975912,0.616,,65.8821,23.261549,0.744,9.18,,,0.0,0.51,1513.0,16.664843,,Africa,Sub-Saharan Africa
MDG,2018,3.9327,1557.32254582361,37.191,25.0,9.5,10.856286,0.593,4.713441,65.2697,22.812601,0.768,9.24,,,0.0,0.507,1513.0,16.682547,,Africa,Sub-Saharan Africa
MDG,2017,3.7736,1548.15642479839,36.522,24.0,,10.508257,0.593,4.19,65.0938,23.066587,0.751,9.33,,,0.0,0.507,1513.0,16.66879,,Africa,Sub-Saharan Africa
MDG,2016,3.644,1528.56170911826,35.856,26.0,,9.670949,0.586,,64.9969,22.769411,0.753,9.47,,,0.0,0.505,1513.0,16.76718,,Africa,Sub-Saharan Africa
MDG,2015,3.695,1508.37443974838,35.193,28.0,,9.0577,0.586,,64.339,22.849434,0.749,9.53,,,0.0,0.504,1513.0,16.866606,,Africa,Sub-Saharan Africa
MDG,2014,3.681,1500.91059468336,34.534,28.0,,8.599842,0.568,,64.2553,22.813498,0.735,9.79,,,0.0,0.502,1513.0,16.940626,,Africa,Sub-Saharan Africa
MDG,2011,4.309328,1493.44248157403,32.58,,,9.551182,0.449,,63.4942,22.821974,0.598,10.1475,,,0.0,0.494,1513.0,17.299995,,Africa,Sub-Saharan Africa
MWI,2022,3.4952,1466.87941731684,,,,8.306164,0.874,,,22.025679,0.858,,,0.3529892686538461,0.0,,,,,Africa,Sub-Saharan Africa
MWI,2021,3.7504,1491.13368766864,17.695,,52.2,11.598451,0.89,,62.9044,22.337036,0.856,,,0.4189901607692308,0.0,0.512,,,,Africa,Sub-Saharan Africa
MWI,2020,3.6,1489.6013808411,17.427,,51.0,12.138935,0.891,5.5056524,63.7167,22.540907,0.86,,,0.0849734194539622,0.0,0.516,,,,Africa,Sub-Saharan Africa
MWI,2019,3.538,1517.70316939192,17.174,,49.5,12.003989,0.846,,64.1188,22.479517,0.821,10.5762,,,0.0,0.519,1181.0,13.109669,0.38543174,Africa,Sub-Saharan Africa
MWI,2018,3.4098,1478.42483565789,16.937,32.0,48.3,12.173879,0.841,5.5110817,63.2758,22.32975,0.82,11.0418,,,0.0,0.51,1181.0,13.031983,,Africa,Sub-Saharan Africa
MWI,2017,3.5868,1454.77749244971,16.714,31.0,49.7,12.184302,0.836,5.39,62.9769,22.404312,0.807,11.6746,,,0.0,0.505,1181.0,12.850306,,Africa,Sub-Saharan Africa
MWI,2016,3.97,1437.04211363826,16.506,31.0,48.5,10.882819,0.805,,62.2093,22.720152,0.787,12.2463,,,0.0,0.498,1181.0,12.795784,0.44694307,Africa,Sub-Saharan Africa
MWI,2015,4.156,1440.61836501729,16.313,31.0,47.7,10.77646,0.831,,61.3781,22.637602,0.821,12.5862,,,0.0,0.491,1181.0,12.784749,,Africa,Sub-Saharan Africa
MWI,2014,4.292,1440.583747328,16.132,33.0,,11.316859,0.781,,60.8991,22.319328,0.78,12.7697,,,0.0,0.487,1181.0,12.75982,,Africa,Sub-Saharan Africa
MWI,2011,4.623671,1381.38963771659,15.672,,,10.974322,0.756,,57.4547,22.21344,0.738,14.594,,,0.0,0.463,1181.0,11.914234,,Africa,Sub-Saharan Africa
MYS,2022,6.0123,28383.6186462565,,,,11.676651,0.709,,,25.644615,0.73,,96.34425,0.1084311953653846,0.0,,,,,Asia,South-eastern Asia
MYS,2021,5.7113,26407.3166882315,77.696,,6.0,11.240012,0.701,,74.8839,25.730352,0.713,,,0.3243419001230769,0.0029785067,0.803,,,,Asia,South-eastern Asia
MYS,2020,5.3843,25852.1897023247,77.16,,6.3,10.888576,0.713,8.889285,75.9378,26.02616,0.712,,,-0.1139196632830188,0.0,0.806,,,,Asia,South-eastern Asia
MYS,2019,5.3843,27674.3974895709,76.607,,6.6,11.938618,0.708,,75.7603,26.154589,0.736,5.77,,,0.0,0.81,2875.0,6.1238647,,Asia,South-eastern Asia
MYS,2018,5.3388,26835.8064127879,76.036,47.0,6.7,12.025474,0.7,9.335915,75.6444,25.857973,0.731,5.58,,,0.0,0.807,2875.0,6.060333,0.41176775,Asia,South-eastern Asia
MYS,2017,6.3221,25935.1395225396,75.447,47.0,6.7,12.948969,0.603,9.11,75.4763,25.806295,0.636,5.57,,,0.009382091,0.805,2875.0,5.951584,,Asia,South-eastern Asia
MYS,2016,6.084,24859.7966188477,74.84,49.0,6.7,13.547284,0.561,,75.2888,26.291588,0.602,5.37,,,0.0031719434,0.803,2875.0,6.3084235,,Asia,South-eastern Asia
MYS,2015,6.005,24151.2561811625,74.213,50.0,7.8,14.056865,0.57,,75.0942,25.8427,0.608,5.22,,,0.0,0.797,2875.0,6.651991,0.410664,Asia,South-eastern Asia
MYS,2014,5.77,23328.3409217006,73.577,52.0,,14.63293,0.57,,75.1459,25.61316,0.608,5.1,97.69231,,0.0065345694,0.792,2875.0,6.6788764,,Asia,South-eastern Asia
MYS,2011,5.823207,20900.3196619597,71.609,,,14.55328,0.584,,74.7459,25.423754,0.622,5.24,,,0.0,0.773,2875.0,6.6643877,0.43943596,Asia,South-eastern Asia
MDV,2020,5.1976,13809.3534044054,40.669,,2.2,18.120863,0.679,,79.8747,,0.751,,,0.0745117417547169,0.0,0.734,,,,Asia,Southern Asia
MDV,2019,5.1976,20988.09175434,40.238,,,19.162058,0.67,,80.116,,0.74,2.76,,,0.0,0.755,1972.0,5.5576234,0.2928509,Asia,Southern Asia
MLI,2022,4.1978,2132.62331490077,,,,13.41913,0.663,,,28.895899,0.745,,,0.1753440617884615,15.942569,,,,,Africa,Sub-Saharan Africa
MLI,2021,4.479,2120.62330123011,44.677,,,15.063141,0.697,,58.9414,29.794167,0.764,,,0.264900845576923,5.7795053,0.428,,,,Africa,Sub-Saharan Africa
MLI,2020,4.7235,2123.82820216377,43.909,,,14.220469,0.713,2.5783932,58.6331,29.239212,0.757,,,0.286919391954717,6.940243,0.427,,,,Africa,Sub-Saharan Africa
MLI,2019,4.7293,2219.04674252443,43.136,,,14.775763,0.699,,59.6637,28.777023,0.786,7.96,,,5.625399,0.433,282.0,14.176149,,Africa,Sub-Saharan Africa
MLI,2018,4.3904,2185.5755906423,42.356,32.0,,11.875183,0.67,2.860348,59.3934,29.05616,0.75,7.98,,,6.355878,0.43,282.0,14.140757,0.3596336,Africa,Sub-Saharan Africa
MLI,2017,4.447,2153.84563800797,41.572,31.0,,15.175905,0.679,2.74,59.1322,29.098932,0.755,8.04,,,2.6771812,0.426,282.0,14.154964,,Africa,Sub-Saharan Africa
MLI,2016,4.19,2112.18707547063,40.783,32.0,,14.909902,0.738,,58.7313,29.279825,0.8,8.29,,,0.78609174,0.421,282.0,14.068016,,Africa,Sub-Saharan Africa
MLI,2015,4.073,2060.09854883386,39.991,35.0,,13.971834,0.738,,58.3632,28.673685,0.8,8.46,,,1.0821011,0.416,282.0,13.793217,,Africa,Sub-Saharan Africa
MLI,2014,3.995,2002.37292847122,39.196,32.0,,12.554635,0.738,,57.9003,28.710869,0.804,8.65,,,1.5952758,0.415,282.0,13.624698,,Africa,Sub-Saharan Africa
MLI,2011,3.966874,2017.14415640244,36.799,,,12.545215,0.758,,56.7553,29.049896,0.846,8.68,,,0.0,0.409,282.0,13.853409,,Africa,Sub-Saharan Africa
MLT,2022,6.2999,48641.5159984074,,,,,0.913,,,,0.895,,,0.1619292263480769,0.0,,,,,Europe,Southern Europe
MLT,2021,6.4469,46598.6422152807,94.81,,1.9,30.33024,0.915,,83.7769,,0.897,,,0.1687859163846153,0.0,0.918,,,,Europe,Southern Europe
MLT,2020,6.602,41753.5274072514,94.744,,1.4,29.91472,0.91,10.193024,83.3545,,0.892,,,0.1715581438679245,0.0,0.911,,,0.3140378,Europe,Southern Europe
MLT,2019,6.7728,46438.3447211367,94.678,,0.9,30.072945,0.887,,83.2065,,0.856,5.32,,,0.0,0.915,560.0,4.1736517,0.3104208,Europe,Southern Europe
MLT,2018,6.7256,45115.7642305345,94.612,54.0,0.8,30.94214,0.887,10.193724,83.3448,,0.856,5.28,,,0.0,0.91,560.0,4.053058,0.28665087,Europe,Southern Europe
MLT,2017,6.6266,43493.4262600589,94.546,56.0,1.0,30.941198,0.885,10.08,83.5867,,0.862,4.83,,,0.0,0.901,560.0,3.9752982,0.2923224,Europe,Southern Europe
MLT,2016,6.527,40318.6793179866,94.48,55.0,1.4,31.294147,0.908,,83.1107,,0.902,5.12,,,0.0,0.891,560.0,4.129304,0.29089114,Europe,Southern Europe
MLT,2015,6.488,39902.7665432067,94.414,60.0,1.5,30.302511,0.917,,82.9621,,0.904,6.55,,,0.0,0.889,560.0,4.385936,0.29433772,Europe,Southern Europe
MLT,2014,6.302,37284.147116227,94.347,55.0,,32.396343,0.931,,82.7362,,0.909,6.33,,,0.0,0.881,560.0,4.714243,0.29020345,Europe,Southern Europe
MLT,2011,5.959978,32929.4108862276,94.141,,,32.835438,0.945,,81.1465,,0.919,5.73,,,0.0,0.857,560.0,5.75071,0.2914259,Europe,Southern Europe
MRT,2022,4.7239,5330.21450287031,,,,12.52146,0.383,,,28.09841,0.602,,,0.1164169803653846,0.0,,,,,Africa,Sub-Saharan Africa
MRT,2021,4.1526,5142.28120534172,56.133,,9.5,10.762889,0.383,,64.3636,28.505562,0.56,,,0.1947611814423077,0.04333712,0.556,,,,Africa,Sub-Saharan Africa
MRT,2020,4.2274,5236.41023285221,55.327,,7.2,10.716777,0.491,4.2314367,64.5321,28.48304,0.631,,,0.0624406194622641,0.0,0.556,,,,Africa,Sub-Saharan Africa
MRT,2019,4.3746,5392.93253994322,54.507,,6.6,11.961399,0.514,,65.6869,27.313993,0.659,5.47,,,0.0,0.563,92.0,13.30946,,Africa,Sub-Saharan Africa
MRT,2018,4.4903,5367.21423589194,53.672,27.0,5.9,13.276427,0.392,4.025404,65.31,27.143295,0.531,5.42,,,0.0,0.556,92.0,13.4964075,,Africa,Sub-Saharan Africa
MRT,2017,4.3555,5259.06290234387,52.824,28.0,5.5,12.530504,0.362,3.42,65.0827,28.18943,0.515,5.38,,,0.0,0.545,92.0,13.750762,,Africa,Sub-Saharan Africa
MRT,2016,4.292,5080.80707659282,51.962,27.0,5.0,12.063529,0.385,,64.7679,28.230108,0.612,5.36,,,0.0,0.541,92.0,13.786716,,Africa,Sub-Saharan Africa
MRT,2015,4.201,5151.89775539302,51.089,31.0,4.6,11.896854,0.385,,64.4847,27.881563,0.612,5.33,,,0.0,0.544,92.0,14.152351,,Africa,Sub-Saharan Africa
MRT,2014,4.436,5020.13474266656,50.203,30.0,,11.158824,0.387,,64.1546,27.688576,0.621,5.4,,,0.0,0.537,92.0,14.186081,0.3261935,Africa,Sub-Saharan Africa
MRT,2011,4.64289,4825.08600955074,47.493,,,9.659982,0.691,,63.3456,27.80095,0.746,5.34,,,0.0,0.515,92.0,14.313382,,Africa,Sub-Saharan Africa
MUS,2022,5.9023,22841.3505464071,,,,19.51931,0.71,,,23.310394,0.737,,,0.1852035882980769,0.0,,,,,Africa,Sub-Saharan Africa
MUS,2021,6.0711,20915.2165205008,40.775,,10.5,19.456926,0.765,,73.5552,23.722242,0.793,,,0.3452862765769231,0.0,0.802,,,,Africa,Sub-Saharan Africa
MUS,2020,6.049,20231.8515927971,40.76,,9.1,20.805622,0.792,9.405725,74.3306,23.450216,0.822,,,-0.0667631546226415,0.0,0.804,,,,Africa,Sub-Saharan Africa
MUS,2019,6.1013,23676.4135788934,40.766,,8.3,19.48672,0.886,,75.1179,24.161875,0.883,8.75,,,0.0,0.817,2041.0,5.5777016,,Africa,Sub-Saharan Africa
MUS,2018,5.8882,23018.5155565853,40.793,51.0,6.8,18.296299,0.889,9.447635,74.9194,23.860184,0.891,8.19,,,0.0,0.811,2041.0,5.5586596,,Africa,Sub-Saharan Africa
MUS,2017,5.8915,22143.8265496345,40.841,50.0,6.2,17.795572,0.871,9.46,74.8812,23.986328,0.874,9.59,,,0.0,0.805,2041.0,5.520106,0.36761206,Africa,Sub-Saharan Africa
MUS,2016,5.629,21324.0638555461,40.91,54.0,5.9,17.47547,0.897,,75.0114,23.768518,0.894,7.58,,,0.0,0.801,2041.0,5.577084,,Africa,Sub-Saharan Africa
MUS,2015,5.648,20545.1696211622,41.0,53.0,5.2,18.013937,0.897,,74.9754,24.095789,0.896,7.51,,,0.0,0.795,2041.0,5.6692333,,Africa,Sub-Saharan Africa
MUS,2014,5.477,19840.1772991114,41.111,54.0,,18.624557,0.912,,74.8523,24.053343,0.893,9.85,,,0.0,0.793,2041.0,5.732421,,Africa,Sub-Saharan Africa
MUS,2011,5.477073,17988.6831197124,41.444,,,18.325897,0.935,,74.2406,23.776901,0.909,8.56,,,0.0,0.762,2041.0,5.9057674,,Africa,Sub-Saharan Africa
MEX,2022,6.3295,20254.7811446095,,,,,0.586,,,20.961386,0.682,,97.10317,0.0929795528538461,11.1423855,,,,,Americas,Latin America and the Caribbean
MEX,2021,6.1276,19617.759623071,81.016,,3.6,13.872029,0.587,,70.2127,21.236673,0.686,,,0.69574896275,14.797348,0.758,,,,Americas,Latin America and the Caribbean
MEX,2020,6.3168,18639.6613477888,80.731,,3.7,14.28684,0.62,8.824254,70.1328,21.578537,0.71,,,0.6851582403207548,12.987477,0.756,,,0.4539873,Americas,Latin America and the Caribbean
MEX,2019,6.465,20553.9544541494,80.444,,3.9,13.144053,0.62,,74.2021,21.339834,0.727,5.29,,,9.547084,0.779,758.0,6.6507077,,Americas,Latin America and the Caribbean
MEX,2018,6.5945,20789.3610427692,80.156,28.0,3.7,13.064639,0.642,8.812746,74.0146,21.05795,0.734,5.36,,,7.0572753,0.777,758.0,6.694945,0.46706957,Americas,Latin America and the Caribbean
MEX,2017,6.4882,20582.2523679391,79.867,29.0,3.3,13.035672,0.637,8.64,74.1378,21.382174,0.712,5.89,,,1.1779622,0.775,758.0,6.8221254,,Americas,Latin America and the Caribbean
MEX,2016,6.578,20423.5593353977,79.577,30.0,3.3,13.534361,0.619,,74.4122,21.226313,0.698,5.57,,,1.0558001,0.772,758.0,7.086605,0.47677714,Americas,Latin America and the Caribbean
MEX,2015,6.778,20296.5672169242,79.285,31.0,3.6,12.782394,0.619,,74.6822,21.05142,0.699,5.6,,,1.3424897,0.768,758.0,7.295295,,Americas,Latin America and the Caribbean
MEX,2014,7.187,19994.5013552979,78.993,35.0,,10.628389,0.611,,74.7974,20.978762,0.692,5.72,97.6,,1.3355128,0.764,758.0,7.3742495,0.4872244,Americas,Latin America and the Caribbean
MEX,2011,6.740288,19431.2011214269,78.111,,,10.0124035,0.607,,74.3651,21.245848,0.687,5.36,,,2.704325,0.752,758.0,7.3029466,,Americas,Latin America and the Caribbean
MDA,2022,5.8192,13308.4173346263,,,,30.220432,0.888,,,11.363865,0.901,,,0.2528442770769231,0.0,,,,,Europe,Eastern Europe
MDA,2021,5.8568,13703.9392557301,42.998,,4.8,29.448671,0.83,,68.8459,10.151399,0.853,,,0.9319721298076924,0.0,0.767,,,0.25731638,Europe,Eastern Europe
MDA,2020,5.7664,11848.8995265762,42.849,,4.9,29.530275,0.776,8.288821,70.1665,12.18794,0.804,,,0.4390040426415094,0.0,0.766,,,,Europe,Eastern Europe
MDA,2019,5.6075,12776.9218268725,42.726,,4.5,28.342497,0.821,,70.9351,11.872149,0.838,12.1666,,,0.0,0.774,450.0,5.7212515,0.26016647,Europe,Eastern Europe
